# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
25 1.225 1.34152 9.7025
26 1.275 0.936899 10.6115
27 1.325 0.657091 11.3
28 1.375 0.5282 11.896
29 1.425 0.455893 12.4485
30 1.475 0.423201 12.998
31 1.525 0.463274 13.641
32 1.575 0.474857 14.344
33 1.625 0.55745 15.2225
34 1.675 0.650087 16.311
35 1.725 0.773156 17.684
36 1.775 0.977785 19.5225
37 1.825 1.12669 21.762
38 1.875 1.30285 24.4955
39 1.925 1.33554 27.449
40 1.975 1.35577 30.605
41 2.025 1.34011 33.8845
42 2.075 1.3413 37.331
43 2.125 1.30026 40.835
44 2.175 1.20628 44.2405
45 2.225 1.07127 47.4055
46 2.275 0.936965 50.2995
47 2.325 0.817589 52.937
48 2.375 0.735996 55.4145
49 2.425 0.708952 57.9025
50 2.475 0.703165 60.473
78000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.0156641 0.008
20 0.975 0.43619 0.2555
21 1.025 2.46536 1.8015
22 1.075 3.64626 4.3165
23 1.125 3.11561 6.67
24 1.175 2.15772 8.448
25 1.225 1.40628 9.7075
26 1.275 0.915255 10.5955
27 1.325 0.685246 11.3135
28 1.375 0.544595 11.928
29 1.425 0.470746 12.4985
30 1.475 0.421661 13.046
31 1.525 0.435535 13.6505
32 1.575 0.474182 14.3525
33 1.625 0.527943 15.1845
34 1.675 0.658449 16.287
35 1.725 0.765554 17.6465
36 1.775 0.989485 19.507
37 1.825 1.13423 21.7615
38 1.875 1.31787 24.5265
39 1.925 1.35182 27.516
40 1.975 1.34245 30.641
41 2.025 1.33439 33.9065
42 2.075 1.33157 37.328
43 2.125 1.29822 40.8265
44 2.175 1.19619 44.2035
45 2.225 1.07906 47.3915
46 2.275 0.938422 50.29
47 2.325 0.837893 52.993
48 2.375 0.74164 55.4895
49 2.425 0.692282 57.919
50 2.475 0.693181 60.453
78100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.460864 0.2635
21 1.025 2.39599 1.766
22 1.075 3.74485 4.349
23 1.125 3.1487 6.7275
24 1.175 2.08491 8.4455
25 1.225 1.40237 9.7015
26 1.275 0.925046 10.599
27 1.325 0.677133 11.3085
28 1.375 0.522439 11.898
29 1.425 0.46662 12.4635
30 1.475 0.4413 13.0365
31 1.525 0.433373 13.638
32 1.575 0.465063 14.3265
33 1.625 0.549201 15.192
34 1.675 0.640532 16.2645
35 1.725 0.800748 17.6865
36 1.775 0.972732 19.5155
37 1.825 1.15637 21.814
38 1.875 1.2826 24.505
39 1.925 1.3482 27.4865
40 1.975 1.34395 30.615
41 2.025 1.35666 33.935
42 2.075 1.30686 37.293
43 2.125 1.32234 40.8565
44 2.175 1.20823 44.2675
45 2.225 1.06704 47.42
46 2.275 0.93049 50.294
47 2.325 0.835878 52.9905
48 2.375 0.737779 55.474
49 2.425 0.692567 57.9045
50 2.475 0.681692 60.3965
78200 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00783206 0.004
20 0.975 0.478487 0.2755
21 1.025 2.36011 1.7555
22 1.075 3.70643 4.312
23 1.125 3.21026 6.737
24 1.175 2.10068 8.468
25 1.225 1.38674 9.71
26 1.275 0.966274 10.6475
27 1.325 0.653751 11.3325
28 1.375 0.513134 11.9115
29 1.425 0.45218 12.4595
30 1.475 0.407028 12.988
31 1.525 0.456069 13.621
32 1.575 0.478572 14.3295
33 1.625 0.532385 15.1685
34 1.675 0.656358 16.2675
35 1.725 0.781321 17.655
36 1.775 0.969541 19.478
37 1.825 1.17197 21.8075
38 1.875 1.29189 24.518
39 1.925 1.3681 27.5435
40 1.975 1.36285 30.716
41 2.025 1.29496 33.885
42 2.075 1.33021 37.303
43 2.125 1.30453 40.8185
44 2.175 1.20911 44.232
45 2.225 1.06197 47.3695
46 2.275 0.953477 50.3145
47 2.325 0.818984 52.9565
48 2.375 0.738373 55.442
49 2.425 0.69214 57.871
50 2.475 0.681555 60.3625
78300 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.0117481 0.006
20 0.975 0.467913 0.2715
21 1.025 2.43347 1.7975
22 1.075 3.71585 4.3605
23 1.125 3.08913 6.694
24 1.175 2.12738 8.447
25 1.225 1.35603 9.6615
26 1.275 0.971428 10.604
27 1.325 0.707674 11.3455
28 1.375 0.529972 11.9435
29 1.425 0.452593 12.492
30 1.475 0.437834 13.0605
31 1.525 0.42869 13.6555
32 1.575 0.470466 14.352
33 1.625 0.527943 15.184
34 1.675 0.655164 16.281
35 1.725 0.814826 17.728
36 1.775 0.945609 19.506
37 1.825 1.13901 21.77
38 1.875 1.28736 24.471
39 1.925 1.35001 27.4565
40 1.975 1.34095 30.578
41 2.025 1.34971 33.881
42 2.075 1.3448 37.3365
43 2.125 1.30119 40.843
44 2.175 1.18113 44.1775
45 2.225 1.10715 47.4485
46 2.275 0.938584 50.3475
47 2.325 0.816039 52.98
48 2.375 0.746245 55.492
49 2.425 0.706672 57.972
50 2.475 0.693454 60.507
78400 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.483775 0.2765
21 1.025 2.41832 1.793
22 1.075 3.69411 4.341
23 1.125 3.10436 6.686
24 1.175 2.12314 8.4355
25 1.225 1.41074 9.699
26 1.275 0.943084 10.614
27 1.325 0.675225 11.3215
28 1.375 0.530858 11.9205
29 1.425 0.467445 12.487
30 1.475 0.434369 13.051
31 1.525 0.408877 13.6185
32 1.575 0.461348 14.3015
33 1.625 0.555864 15.1775
34 1.675 0.663824 16.289
35 1.725 0.784137 17.6815
36 1.775 0.958639 19.484
37 1.825 1.14857 21.767
38 1.875 1.31525 24.5265
39 1.925 1.34187 27.494
40 1.975 1.34846 30.633
41 2.025 1.33051 33.889
42 2.075 1.3594 37.382
43 2.125 1.29266 40.8655
44 2.175 1.20026 44.254
45 2.225 1.07737 47.437
46 2.275 0.927414 50.3015
47 2.325 0.829678 52.978
48 2.375 0.735402 55.4535
49 2.425 0.700403 57.9115
50 2.475 0.691129 60.438
78500 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.448527 0.2575
21 1.025 2.46297 1.802
22 1.075 3.74485 4.385
23 1.125 3.13547 6.7535
24 1.175 2.10493 8.488
25 1.225 1.35492 9.7015
26 1.275 0.9235 10.5975
27 1.325 0.656614 11.2855
28 1.375 0.536176 11.8905
29 1.425 0.471571 12.462
30 1.475 0.437834 13.0305
31 1.525 0.434454 13.6335
32 1.575 0.454593 14.3065
33 1.625 0.573631 15.2105
34 1.675 0.646205 16.2925
35 1.725 0.782166 17.6815
36 1.775 0.969807 19.505
37 1.825 1.13323 21.7575
38 1.875 1.3193 24.5255
39 1.925 1.36425 27.5425
40 1.975 1.32548 30.628
41 2.025 1.32581 33.8725
42 2.075 1.34986 37.341
43 2.125 1.31548 40.886
44 2.175 1.21992 44.33
45 2.225 1.04843 47.4275
46 2.275 0.926281 50.2885
47 2.325 0.816659 52.923
48 2.375 0.742532 55.4225
49 2.425 0.700831 57.882
50 2.475 0.684974 60.386
78600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00489504 0.0025
20 0.975 0.463507 0.2655
21 1.025 2.4542 1.8045
22 1.075 3.69918 4.356
23 1.125 3.15135 6.7365
24 1.175 2.07399 8.4455
25 1.225 1.41577 9.7135
26 1.275 0.934838 10.6205
27 1.325 0.656137 11.308
28 1.375 0.516679 11.891
29 1.425 0.461257 12.45
30 1.475 0.451312 13.036
31 1.525 0.417883 13.616
32 1.575 0.480599 14.3275
33 1.625 0.541904 15.1815
34 1.675 0.634858 16.2445
35 1.725 0.801875 17.6685
36 1.775 0.959702 19.473
37 1.825 1.17272 21.804
38 1.875 1.30333 24.5385
39 1.925 1.33328 27.487
40 1.975 1.36457 30.6635
41 2.025 1.3395 33.9415
42 2.075 1.33216 37.3645
43 2.125 1.29785 40.862
44 2.175 1.19672 44.2405
45 2.225 1.075 47.4165
46 2.275 0.94684 50.341
47 2.325 0.826578 53.0075
48 2.375 0.73555 55.4835
49 2.425 0.684874 57.887
50 2.475 0.677178 60.3625
78700 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00783206 0.004
20 0.975 0.490824 0.2825
21 1.025 2.42709 1.8045
22 1.075 3.67816 4.3415
23 1.125 3.1209 6.699
24 1.175 2.11646 8.443
25 1.225 1.40125 9.698
26 1.275 0.942568 10.6125
27 1.325 0.658523 11.3025
28 1.375 0.526427 11.8965
29 1.425 0.467445 12.463
30 1.475 0.409339 12.9945
31 1.525 0.439497 13.6045
32 1.575 0.474857 14.3075
33 1.625 0.557767 15.1865
34 1.675 0.652476 16.279
35 1.725 0.771748 17.6495
36 1.775 1.00039 19.5305
37 1.825 1.17348 21.863
38 1.875 1.27688 24.542
39 1.925 1.3335 27.491
40 1.975 1.35469 30.6445
41 2.025 1.35748 33.9665
42 2.075 1.31951 37.357
43 2.125 1.30453 40.8725
44 2.175 1.19087 44.2345
45 2.225 1.06349 47.3765
46 2.275 0.937127 50.271
47 2.325 0.831383 52.953
48 2.375 0.725301 55.3945
49 2.425 0.690003 57.816
50 2.475 0.71274 60.4215
78800 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00881107 0.0045
20 0.975 0.455576 0.263
21 1.025 2.47174 1.813
22 1.075 3.72745 4.384
23 1.125 3.1262 6.7455
24 1.175 2.07763 8.4575
25 1.225 1.37557 9.6895
26 1.275 0.914224 10.5765
27 1.325 0.666158 11.2745
28 1.375 0.537948 11.8815
29 1.425 0.462082 12.4415
30 1.475 0.432443 13.003
31 1.525 0.451385 13.6295
32 1.575 0.497485 14.366
33 1.625 0.524771 15.193
34 1.675 0.648296 16.2785
35 1.725 0.793991 17.6885
36 1.775 0.987624 19.5455
37 1.825 1.15838 21.848
38 1.875 1.29523 24.5655
39 1.925 1.32649 27.499
40 1.975 1.33708 30.6115
41 2.025 1.33623 33.8815
42 2.075 1.34889 37.3475
43 2.125 1.29748 40.844
44 2.175 1.20362 44.242
45 2.225 1.07855 47.4285
46 2.275 0.915759 50.257
47 2.325 0.809064 52.867
48 2.375 0.743126 55.3685
49 2.425 0.713226 57.8715
50 2.475 0.713971 60.4815
78900 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00881107 0.0045
20 0.975 0.487299 0.281
21 1.025 2.45579 1.821
22 1.075 3.71368 4.3825
23 1.125 3.11693 6.737
24 1.175 2.05032 8.4265
25 1.225 1.41409 9.693
26 1.275 0.916286 10.582
27 1.325 0.661386 11.275
28 1.375 0.532631 11.876
29 1.425 0.455893 12.4285
30 1.475 0.445921 13.0075
31 1.525 0.432293 13.6075
32 1.575 0.504578 14.3545
33 1.625 0.553325 15.2265
34 1.675 0.643816 16.3045
35 1.725 0.781039 17.6915
36 1.775 0.990017 19.553
37 1.825 1.16442 21.8675
38 1.875 1.27759 24.548
39 1.925 1.33079 27.491
40 1.975 1.35577 30.647
41 2.025 1.32336 33.8855
42 2.075 1.34013 37.329
43 2.125 1.3023 40.8385
44 2.175 1.20681 44.2455
45 2.225 1.0728 47.415
46 2.275 0.916568 50.246
47 2.325 0.814954 52.875
48 2.375 0.733471 55.344
49 2.425 0.716218 57.8575
50 2.475 0.692087 60.3875
79000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00783206 0.004
20 0.975 0.491705 0.283
21 1.025 2.36809 1.768
22 1.075 3.72165 4.335
23 1.125 3.12951 6.699
24 1.175 2.16561 8.4835
25 1.225 1.36496 9.706
26 1.275 0.92247 10.601
27 1.325 0.660432 11.293
28 1.375 0.518894 11.8785
29 1.425 0.484361 12.4655
30 1.475 0.444381 13.0425
31 1.525 0.434094 13.645
32 1.575 0.488704 14.3685
33 1.625 0.523502 15.1935
34 1.675 0.662928 16.3035
35 1.725 0.765554 17.663
36 1.775 0.954916 19.4585
37 1.825 1.15813 21.7605
38 1.875 1.32097 24.532
39 1.925 1.32423 27.4605
40 1.975 1.36736 30.6435
41 2.025 1.36075 33.9735
42 2.075 1.32067 37.367
43 2.125 1.27707 40.8085
44 2.175 1.23869 44.3055
45 2.225 1.06501 47.452
46 2.275 0.92709 50.3155
47 2.325 0.817434 52.9525
48 2.375 0.726638 55.3985
49 2.425 0.693279 57.8315
50 2.475 0.707816 60.419
79100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00979007 0.005
20 0.975 0.478487 0.2765
21 1.025 2.33779 1.7425
22 1.075 3.74702 4.327
23 1.125 3.18776 6.735
24 1.175 2.14498 8.5025
25 1.225 1.37836 9.737
26 1.275 0.907009 10.617
27 1.325 0.632755 11.28
28 1.375 0.530415 11.8785
29 1.425 0.471571 12.45
30 1.475 0.450927 13.0355
31 1.525 0.442019 13.649
32 1.575 0.464049 14.336
33 1.625 0.552374 15.2065
34 1.675 0.626198 16.255
35 1.725 0.7847 17.6485
36 1.775 1.00757 19.543
37 1.825 1.137 21.803
38 1.875 1.29356 24.517
39 1.925 1.35792 27.52
40 1.975 1.35705 30.679
41 2.025 1.3113 33.888
42 2.075 1.3485 37.353
43 2.125 1.31065 40.885
44 2.175 1.19849 44.2685
45 2.225 1.05858 47.396
46 2.275 0.94425 50.3125
47 2.325 0.817279 52.949
48 2.375 0.738224 55.434
49 2.425 0.693992 57.8695
50 2.475 0.694822 60.4095
79200 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.0117481 0.006
20 0.975 0.431784 0.251
21 1.025 2.43187 1.776
22 1.075 3.7637 4.372
23 1.125 3.11031 6.7215
24 1.175 2.13345 8.4795
25 1.225 1.40349 9.7365
26 1.275 0.902887 10.6125
27 1.325 0.630846 11.2735
28 1.375 0.530415 11.872
29 1.425 0.461669 12.4315
30 1.475 0.448232 13.0135
31 1.525 0.444901 13.631
32 1.575 0.473506 14.332
33 1.625 0.521915 15.1545
34 1.675 0.659643 16.259
35 1.725 0.798496 17.677
36 1.775 0.987092 19.533
37 1.825 1.14606 21.811
38 1.875 1.32097 24.5825
39 1.925 1.35363 27.576
40 1.975 1.34524 30.7075
41 2.025 1.31764 33.932
42 2.075 1.33391 37.3595
43 2.125 1.30286 40.8705
44 2.175 1.21372 44.297
45 2.225 1.05486 47.4135
46 2.275 0.912845 50.233
47 2.325 0.822239 52.8855
48 2.375 0.742086 55.3835
49 2.425 0.688435 57.7995
50 2.475 0.706311 60.3815
79300 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00881107 0.0045
20 0.975 0.459982 0.2655
21 1.025 2.48609 1.8245
22 1.075 3.70933 4.383
23 1.125 3.11495 6.736
24 1.175 2.09037 8.4585
25 1.225 1.37669 9.6915
26 1.275 0.92247 10.5865
27 1.325 0.68286 11.302
28 1.375 0.522882 11.892
29 1.425 0.457131 12.446
30 1.475 0.44207 13.02
31 1.525 0.453187 13.649
32 1.575 0.456282 14.3245
33 1.625 0.51906 15.1425
34 1.675 0.659942 16.2475
35 1.725 0.796807 17.6625
36 1.775 1.01634 19.5735
37 1.825 1.1531 21.8655
38 1.875 1.28641 24.5645
39 1.925 1.33463 27.516
40 1.975 1.36157 30.6855
41 2.025 1.30006 33.867
42 2.075 1.34578 37.325
43 2.125 1.31344 40.8645
44 2.175 1.18751 44.217
45 2.225 1.06992 47.378
46 2.275 0.939069 50.2785
47 2.325 0.816969 52.914
48 2.375 0.747582 55.4305
49 2.425 0.696414 57.8745
50 2.475 0.693591 60.41
79400 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.489943 0.2795
21 1.025 2.4231 1.799
22 1.075 3.73253 4.3735
23 1.125 3.15334 6.7555
24 1.175 2.02544 8.4245
25 1.225 1.41912 9.6955
26 1.275 0.912163 10.5805
27 1.325 0.64707 11.2585
28 1.375 0.547254 11.876
29 1.425 0.489312 12.469
30 1.475 0.419351 13.0135
31 1.525 0.42905 13.609
32 1.575 0.489717 14.334
33 1.625 0.553325 15.206
34 1.675 0.625899 16.254
35 1.725 0.80469 17.683
36 1.775 0.971669 19.51
37 1.825 1.15084 21.7975
38 1.875 1.3305 24.589
39 1.925 1.34797 27.57
40 1.975 1.34911 30.7105
41 2.025 1.31478 33.928
42 2.075 1.34655 37.388
43 2.125 1.26167 40.788
44 2.175 1.20805 44.1985
45 2.225 1.06704 47.351
46 2.275 0.930328 50.2245
47 2.325 0.820534 52.8715
48 2.375 0.74164 55.368
49 2.425 0.717215 57.885
50 2.475 0.704533 60.4605
79500 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.0127271 0.0065
20 0.975 0.459101 0.267
21 1.025 2.43267 1.7925
22 1.075 3.65424 4.313
23 1.125 3.18709 6.7205
24 1.175 2.11343 8.462
25 1.225 1.40851 9.7235
26 1.275 0.910617 10.607
27 1.325 0.660432 11.299
28 1.375 0.543709 11.9125
29 1.425 0.447642 12.455
30 1.475 0.436679 13.022
31 1.525 0.418243 13.6025
32 1.575 0.488704 14.326
33 1.625 0.548566 15.1905
34 1.675 0.659643 16.295
35 1.725 0.772874 17.6675
36 1.775 0.96901 19.4895
37 1.825 1.18278 21.8405
38 1.875 1.30214 24.5725
39 1.925 1.34775 27.553
40 1.975 1.34266 30.6785
41 2.025 1.31253 33.8905
42 2.075 1.31892 37.2795
43 2.125 1.29989 40.7825
44 2.175 1.23178 44.26
45 2.225 1.07195 47.427
46 2.275 0.934861 50.3145
47 2.325 0.815264 52.9445
48 2.375 0.745057 55.4525
49 2.425 0.693849 57.8875
50 2.475 0.697558 60.4375
79600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00979007 0.005
20 0.975 0.4732 0.2735
21 1.025 2.45659 1.814
22 1.075 3.68613 4.3565
23 1.125 3.12686 6.7185
24 1.175 2.11889 8.4645
25 1.225 1.36273 9.685
26 1.275 0.948752 10.6055
27 1.325 0.659477 11.2965
28 1.375 0.522882 11.8865
29 1.425 0.450942 12.433
30 1.475 0.432828 12.995
31 1.525 0.461472 13.6355
32 1.575 0.485665 14.3545
33 1.625 0.537462 15.2015
34 1.675 0.628587 16.254
35 1.725 0.81004 17.6925
36 1.775 0.959436 19.4965
37 1.825 1.19486 21.8715
38 1.875 1.28355 24.5645
39 1.925 1.33576 27.5185
40 1.975 1.34524 30.65
41 2.025 1.33623 33.92
42 2.075 1.32223 37.3175
43 2.125 1.30101 40.8235
44 2.175 1.20451 44.224
45 2.225 1.07737 47.407
46 2.275 0.923691 50.26
47 2.325 0.827818 52.9305
48 2.375 0.728421 55.3825
49 2.425 0.693564 57.8165
50 2.475 0.706311 60.3985
79700 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00685305 0.0035
20 0.975 0.496111 0.285
21 1.025 2.37447 1.774
22 1.075 3.7057 4.33
23 1.125 3.18577 6.7365
24 1.175 2.10372 8.47
25 1.225 1.39455 9.719
26 1.275 0.902371 10.5945
27 1.325 0.647548 11.273
28 1.375 0.53396 11.8755
29 1.425 0.476934 12.4535
30 1.475 0.447847 13.035
31 1.525 0.442019 13.6485
32 1.575 0.466751 14.3395
33 1.625 0.560623 15.223
34 1.675 0.621719 16.264
35 1.725 0.800467 17.6855
36 1.775 0.97353 19.516
37 1.825 1.17599 21.8535
38 1.875 1.27164 24.5215
39 1.925 1.34277 27.491
40 1.975 1.3156 30.5535
41 2.025 1.35932 33.88
42 2.075 1.3485 37.345
43 2.125 1.30917 40.873
44 2.175 1.19831 44.256
45 2.225 1.0667 47.4075
46 2.275 0.93227 50.287
47 2.325 0.823634 52.944
48 2.375 0.735848 55.421
49 2.425 0.713796 57.926
50 2.475 0.689898 60.448
79800 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00783206 0.004
20 0.975 0.434428 0.2505
21 1.025 2.46457 1.796
22 1.075 3.69846 4.347
23 1.125 3.13811 6.7175
24 1.175 2.13284 8.475
25 1.225 1.3873 9.7175
26 1.275 0.904948 10.5955
27 1.325 0.6862 11.3145
28 1.375 0.526427 11.9085
29 1.425 0.459606 12.4655
30 1.475 0.41704 13.007
31 1.525 0.447063 13.6275
32 1.575 0.487691 14.3495
33 1.625 0.52953 15.184
34 1.675 0.653073 16.2775
35 1.725 0.791176 17.6825
36 1.775 0.969541 19.5055
37 1.825 1.15109 21.7935
38 1.875 1.31644 24.5555
39 1.925 1.32966 27.496
40 1.975 1.35276 30.645
41 2.025 1.34134 33.9275
42 2.075 1.33858 37.367
43 2.125 1.27577 40.805
44 2.175 1.21762 44.2425
45 2.225 1.06704 47.395
46 2.275 0.926443 50.2565
47 2.325 0.829523 52.9325
48 2.375 0.750553 55.459
49 2.425 0.685301 57.864
50 2.475 0.707953 60.452
79900 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.461745 0.2635
21 1.025 2.43187 1.7885
22 1.075 3.64191 4.3005
23 1.125 3.18047 6.703
24 1.175 2.20505 8.52
25 1.225 1.38674 9.762
26 1.275 0.912678 10.6475
27 1.325 0.635141 11.313
28 1.375 0.506487 11.8845
29 1.425 0.450942 12.431
30 1.475 0.425512 12.9835
31 1.525 0.444541 13.6005
32 1.575 0.482963 14.3155
33 1.625 0.552056 15.1855
34 1.675 0.660539 16.2915
35 1.725 0.778505 17.674
36 1.775 0.982306 19.521
37 1.825 1.15889 21.8245
38 1.875 1.28546 24.5215
39 1.925 1.38076 27.575
40 1.975 1.32548 30.6605
41 2.025 1.31968 33.89
