# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
146100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00783206 0.004
20 0.975 0.316348 0.1835
21 1.025 2.13208 1.5205
22 1.075 3.76152 4.115
23 1.125 3.55181 6.798
24 1.175 2.37434 8.7545
25 1.225 1.40181 10.01
26 1.275 0.853929 10.8385
27 1.325 0.575969 11.442
28 1.375 0.406785 11.901
29 1.425 0.387406 12.3705
30 1.475 0.425127 12.9225
31 1.525 0.496776 13.612
32 1.575 0.571787 14.4585
33 1.625 0.592985 15.393
34 1.675 0.596336 16.3915
35 1.725 0.66729 17.5765
36 1.775 0.805203 19.0905
37 1.825 1.06732 21.212
38 1.875 1.35076 24.046
39 1.925 1.54174 27.4555
40 1.975 1.52674 31.0095
41 2.025 1.39303 34.4185
42 2.075 1.27709 37.7
43 2.125 1.26167 41.1
44 2.175 1.18839 44.455
45 2.225 1.06027 47.5875
46 2.275 0.910255 50.399
47 2.325 0.79062 52.9495
48 2.375 0.695149 55.2895
49 2.425 0.712514 57.79
50 2.475 0.713697 60.399
146200 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.334853 0.1915
21 1.025 2.0938 1.5045
22 1.075 3.80284 4.1275
23 1.125 3.47304 6.751
24 1.175 2.40286 8.731
25 1.225 1.47829 10.055
26 1.275 0.851867 10.8815
27 1.325 0.538271 11.4455
28 1.375 0.383299 11.878
29 1.425 0.398546 12.361
30 1.475 0.442455 12.9355
31 1.525 0.507223 13.6395
32 1.575 0.57145 14.4855
33 1.625 0.585053 15.4075
34 1.675 0.58917 16.394
35 1.725 0.631814 17.516
36 1.775 0.818233 19.0545
37 1.825 1.06481 21.171
38 1.875 1.35385 24.0115
39 1.925 1.54151 27.4205
40 1.975 1.55166 31.0325
41 2.025 1.40324 34.4665
42 2.075 1.28039 37.7565
43 2.125 1.23866 41.0945
44 2.175 1.19087 44.4565
45 2.225 1.06806 47.612
46 2.275 0.901837 50.3975
47 2.325 0.792635 52.9545
48 2.375 0.708517 55.3395
49 2.425 0.699833 57.7955
50 2.475 0.737223 60.4905
146300 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.316348 0.1825
21 1.025 2.07626 1.4845
22 1.075 3.81154 4.1135
23 1.125 3.48164 6.7435
24 1.175 2.40408 8.7245
25 1.225 1.49392 10.0625
26 1.275 0.842591 10.88
27 1.325 0.553541 11.46
28 1.375 0.40324 11.915
29 1.425 0.365952 12.3585
30 1.475 0.432828 12.9205
31 1.525 0.483447 13.5915
32 1.575 0.57584 14.444
33 1.625 0.625664 15.43
34 1.675 0.60201 16.438
35 1.725 0.636319 17.568
36 1.775 0.77675 19.0285
37 1.825 1.06154 21.1385
38 1.875 1.36601 24.0045
39 1.925 1.56977 27.476
40 1.975 1.52116 31.017
41 2.025 1.3965 34.4345
42 2.075 1.27884 37.7205
43 2.125 1.22883 41.032
44 2.175 1.19707 44.4115
45 2.225 1.10411 47.6735
46 2.275 0.931785 50.5515
47 2.325 0.770626 53.0375
48 2.375 0.694109 55.374
49 2.425 0.687723 57.7875
50 2.475 0.719989 60.4195
146400 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.34719 0.199
21 1.025 2.02523 1.469
22 1.075 3.80067 4.0905
23 1.125 3.59483 6.806
24 1.175 2.40893 8.791
25 1.225 1.45261 10.092
26 1.275 0.835376 10.9025
27 1.325 0.511548 11.4385
28 1.375 0.404569 11.895
29 1.425 0.370903 12.3445
30 1.475 0.428593 12.901
31 1.525 0.510465 13.6095
32 1.575 0.582933 14.4725
33 1.625 0.611069 15.4355
34 1.675 0.582301 16.4105
35 1.725 0.631533 17.532
36 1.775 0.780739 19
37 1.825 1.0633 21.1135
38 1.875 1.37125 23.9905
39 1.925 1.55508 27.4295
40 1.975 1.55402 31.047
41 2.025 1.40774 34.492
42 2.075 1.30122 37.8355
43 2.125 1.22605 41.1395
44 2.175 1.18219 44.477
45 2.225 1.0728 47.6465
46 2.275 0.906855 50.4475
47 2.325 0.778531 52.959
48 2.375 0.691732 55.2875
49 2.425 0.702968 57.7545
50 2.475 0.731615 60.429
146500 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.324279 0.187
21 1.025 2.04437 1.469
22 1.075 3.80357 4.0925
23 1.125 3.52401 6.7545
24 1.175 2.47082 8.7905
25 1.225 1.45485 10.0935
26 1.275 0.831769 10.9005
27 1.325 0.54352 11.47
28 1.375 0.383299 11.9025
29 1.425 0.353988 12.3315
30 1.475 0.422431 12.88
31 1.525 0.518031 13.599
32 1.575 0.562668 14.432
33 1.625 0.628202 15.422
34 1.675 0.592753 16.4145
35 1.725 0.661378 17.589
36 1.775 0.759199 19.0165
37 1.825 1.03864 21.081
38 1.875 1.37244 23.9605
39 1.925 1.58062 27.456
40 1.975 1.57077 31.1125
41 2.025 1.38016 34.49
42 2.075 1.3018 37.835
43 2.125 1.22011 41.123
44 2.175 1.19813 44.5055
45 2.225 1.05418 47.62
46 2.275 0.916244 50.45
47 2.325 0.769541 52.9325
48 2.375 0.70109 55.2925
49 2.425 0.687723 57.706
50 2.475 0.736539 60.3985
146600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.318992 0.183
21 1.025 2.12968 1.5185
22 1.075 3.7028 4.0725
23 1.125 3.55247 6.756
24 1.175 2.40772 8.74
25 1.225 1.48946 10.074
26 1.275 0.837438 10.8865
27 1.325 0.522524 11.434
28 1.375 0.412102 11.899
29 1.425 0.366777 12.3435
30 1.475 0.426667 12.8975
31 1.525 0.505422 13.599
32 1.575 0.579893 14.4575
33 1.625 0.614559 15.426
34 1.675 0.615746 16.457
35 1.725 0.627591 17.5715
36 1.775 0.778877 19.036
37 1.825 1.06556 21.154
38 1.875 1.37888 24.047
39 1.925 1.54626 27.4665
40 1.975 1.52416 31.0145
41 2.025 1.39242 34.422
42 2.075 1.31503 37.801
43 2.125 1.21863 41.085
44 2.175 1.17989 44.416
45 2.225 1.06721 47.569
46 2.275 0.930652 50.4435
47 2.325 0.765666 52.9135
48 2.375 0.708665 55.299
49 2.425 0.697981 57.7485
50 2.475 0.740369 60.455
146700 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00195801 0.001
20 0.975 0.342784 0.1955
21 1.025 2.05792 1.486
22 1.075 3.83764 4.133
23 1.125 3.46841 6.753
24 1.175 2.40772 8.737
25 1.225 1.40628 9.9965
26 1.275 0.903402 10.873
27 1.325 0.534931 11.4335
28 1.375 0.425839 11.914
29 1.425 0.373791 12.367
30 1.475 0.426282 12.9205
31 1.525 0.506143 13.623
32 1.575 0.579217 14.4805
33 1.625 0.604406 15.433
34 1.675 0.604399 16.445
35 1.725 0.656591 17.611
36 1.775 0.784462 19.086
37 1.825 1.01701 21.1075
38 1.875 1.37506 23.9925
39 1.925 1.54874 27.4175
40 1.975 1.54843 31.022
41 2.025 1.36422 34.3605
42 2.075 1.2909 37.6775
43 2.125 1.25072 41.048
44 2.175 1.1976 44.429
45 2.225 1.08024 47.6205
46 2.275 0.919806 50.4615
47 2.325 0.784265 52.9915
48 2.375 0.699753 55.347
49 2.425 0.690857 57.7715
50 2.475 0.743788 60.4905
146800 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00881107 0.0045
20 0.975 0.316348 0.184
21 1.025 2.15121 1.533
22 1.075 3.7318 4.107
23 1.125 3.49952 6.7505
24 1.175 2.42531 8.749
25 1.225 1.44982 10.0475
26 1.275 0.849291 10.8715
27 1.325 0.537794 11.435
28 1.375 0.397479 11.8835
29 1.425 0.395245 12.3625
30 1.475 0.430518 12.9215
31 1.525 0.519832 13.643
32 1.575 0.592051 14.5195
33 1.625 0.5749 15.4255
34 1.675 0.602607 16.4345
35 1.725 0.632377 17.5575
36 1.775 0.78393 19.0315
37 1.825 1.05323 21.125
38 1.875 1.37506 24.01
39 1.925 1.54829 27.434
40 1.975 1.53941 31.0175
41 2.025 1.39058 34.4205
42 2.075 1.26035 37.659
43 2.125 1.25462 41.04
44 2.175 1.20911 44.4535
45 2.225 1.07669 47.6345
46 2.275 0.915111 50.461
47 2.325 0.79372 53.0215
48 2.375 0.694109 55.358
49 2.425 0.693279 57.791
50 2.475 0.74242 60.505
146900 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00195801 0.001
20 0.975 0.327804 0.187
21 1.025 2.12809 1.5215
22 1.075 3.70933 4.08
23 1.125 3.53857 6.753
24 1.175 2.42774 8.7535
25 1.225 1.41074 10.017
26 1.275 0.874027 10.865
27 1.325 0.561176 11.453
28 1.375 0.398808 11.903
29 1.425 0.394832 12.3815
30 1.475 0.419736 12.9265
31 1.525 0.509745 13.634
32 1.575 0.570436 14.4785
33 1.625 0.614559 15.447
34 1.675 0.576628 16.4125
35 1.725 0.655465 17.5765
36 1.775 0.792439 19.0665
37 1.825 1.03638 21.1265
38 1.875 1.36243 23.985
39 1.925 1.53993 27.3905
40 1.975 1.54715 30.992
41 2.025 1.39344 34.402
42 2.075 1.28954 37.7155
43 2.125 1.24052 41.0585
44 2.175 1.18715 44.41
45 2.225 1.08803 47.6245
46 2.275 0.926119 50.485
47 2.325 0.774811 52.9845
48 2.375 0.713864 55.3875
49 2.425 0.701258 57.8485
50 2.475 0.732572 60.5265
147000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00685305 0.0035
20 0.975 0.342784 0.198
21 1.025 2.06032 1.49
22 1.075 3.7202 4.056
23 1.125 3.58358 6.763
24 1.175 2.43745 8.7715
25 1.225 1.44312 10.064
26 1.275 0.834346 10.8735
27 1.325 0.543997 11.4435
28 1.375 0.418306 11.9155
29 1.425 0.36719 12.3605
30 1.475 0.420506 12.9065
31 1.525 0.505782 13.6085
32 1.575 0.587999 14.479
33 1.625 0.618684 15.454
34 1.675 0.584093 16.432
35 1.725 0.640824 17.57
36 1.775 0.775154 19.0275
37 1.825 1.055 21.1245
38 1.875 1.35338 23.964
39 1.925 1.59532 27.492
40 1.975 1.52674 31.046
41 2.025 1.36851 34.395
42 2.075 1.26113 37.6355
43 2.125 1.26427 41.0425
44 2.175 1.18733 44.3945
45 2.225 1.10817 47.6685
46 2.275 0.938584 50.5675
47 2.325 0.768146 53.0455
48 2.375 0.694406 55.383
49 2.425 0.709094 57.8715
50 2.475 0.729563 60.5385
147100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.296962 0.1715
21 1.025 2.06829 1.4685
22 1.075 3.77892 4.075
23 1.125 3.56968 6.7715
24 1.175 2.43624 8.779
25 1.225 1.43196 10.0615
26 1.275 0.824039 10.861
27 1.325 0.557836 11.4455
28 1.375 0.421851 11.9215
29 1.425 0.381217 12.3835
30 1.475 0.445921 12.9625
31 1.525 0.507223 13.6665
32 1.575 0.552199 14.484
33 1.625 0.599647 15.429
34 1.675 0.618434 16.4645
35 1.725 0.605911 17.5405
36 1.775 0.784728 19.016
37 1.825 1.03839 21.08
38 1.875 1.36219 23.938
39 1.925 1.55643 27.38
40 1.975 1.54994 30.988
41 2.025 1.38874 34.3865
42 2.075 1.30005 37.727
43 2.125 1.242 41.074
44 2.175 1.20398 44.473
45 2.225 1.08278 47.672
46 2.275 0.931461 50.549
47 2.325 0.776361 53.0535
48 2.375 0.704655 55.4255
49 2.425 0.695844 57.8675
50 2.475 0.737907 60.565
147200 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0 0
20 0.975 0.291675 0.1655
21 1.025 2.14483 1.5105
22 1.075 3.74195 4.0915
23 1.125 3.54453 6.769
24 1.175 2.40347 8.7495
25 1.225 1.45429 10.052
26 1.275 0.854444 10.881
27 1.325 0.555927 11.4635
28 1.375 0.403683 11.919
29 1.425 0.362652 12.3585
30 1.475 0.434369 12.9225
31 1.525 0.508304 13.628
32 1.575 0.564019 14.463
33 1.625 0.60282 15.413
34 1.675 0.592156 16.4045
35 1.725 0.627309 17.5185
36 1.775 0.778345 18.982
37 1.825 1.06581 21.1005
38 1.875 1.38436 24.005
39 1.925 1.56661 27.4695
40 1.975 1.53082 31.033
41 2.025 1.38097 34.4125
42 2.075 1.27164 37.68
43 2.125 1.26167 41.08
44 2.175 1.19264 44.447
45 2.225 1.08397 47.6495
46 2.275 0.938584 50.5485
47 2.325 0.767836 53.0255
48 2.375 0.687573 55.34
49 2.425 0.689718 57.7605
50 2.475 0.747481 60.493
147300 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.301368 0.174
21 1.025 2.10417 1.4935
22 1.075 3.80067 4.115
23 1.125 3.45715 6.7265
24 1.175 2.43988 8.737
25 1.225 1.43252 10.02
26 1.275 0.882273 10.876
27 1.325 0.533499 11.435
28 1.375 0.436031 11.927
29 1.425 0.391119 12.401
30 1.475 0.415115 12.94
31 1.525 0.48777 13.617
32 1.575 0.57584 14.4695
33 1.625 0.594888 15.407
34 1.675 0.601711 16.4145
35 1.725 0.640261 17.5515
36 1.775 0.775686 19.01
37 1.825 1.06179 21.1205
38 1.875 1.39222 24.0415
39 1.925 1.54807 27.465
40 1.975 1.53619 31.041
41 2.025 1.35686 34.3615
42 2.075 1.28759 37.67
43 2.125 1.26594 41.0815
44 2.175 1.18556 44.4285
45 2.225 1.07872 47.6155
46 2.275 0.939393 50.517
47 2.325 0.770161 53.0015
48 2.375 0.698119 55.3515
49 2.425 0.687011 57.7625
50 2.475 0.741463 60.473
147400 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.333091 0.191
21 1.025 2.02842 1.463
22 1.075 3.76515 4.06
23 1.125 3.56902 6.756
24 1.175 2.43199 8.76
25 1.225 1.42861 10.0395
26 1.275 0.847745 10.862
27 1.325 0.566425 11.4555
28 1.375 0.408557 11.9165
29 1.425 0.383693 12.3815
30 1.475 0.412804 12.9175
31 1.525 0.500018 13.6115
32 1.575 0.585297 14.478
33 1.625 0.614559 15.4465
34 1.675 0.595142 16.443
35 1.725 0.637727 17.5755
36 1.775 0.771963 19.027
37 1.825 1.0565 21.127
38 1.875 1.34694 23.953
39 1.925 1.54671 27.3735
40 1.975 1.55445 30.992
41 2.025 1.39834 34.414
42 2.075 1.28098 37.7055
43 2.125 1.25406 41.085
44 2.175 1.20256 44.48
45 2.225 1.08024 47.6715
46 2.275 0.91074 50.4845
47 2.325 0.772021 52.975
48 2.375 0.696783 55.3205
49 2.425 0.698409 57.7715
50 2.475 0.726554 60.4275
147500 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.331328 0.191
21 1.025 2.0659 1.4865
22 1.075 3.80212 4.109
23 1.125 3.49687 6.7505
24 1.175 2.44412 8.7645
25 1.225 1.418 10.0345
26 1.275 0.83383 10.8435
27 1.325 0.578355 11.4495
28 1.375 0.41033 11.9125
29 1.425 0.372141 12.3635
30 1.475 0.43899 12.9335
31 1.525 0.497857 13.6245
32 1.575 0.604548 14.5195
33 1.625 0.58188 15.4365
34 1.675 0.588572 16.422
35 1.725 0.627872 17.537
36 1.775 0.794301 19.0305
37 1.825 1.04342 21.1045
38 1.875 1.37482 23.989
39 1.925 1.56932 27.4595
40 1.975 1.5175 30.992
41 2.025 1.39691 34.4105
42 2.075 1.28876 37.722
43 2.125 1.2433 41.0725
44 2.175 1.18928 44.43
45 2.225 1.07838 47.616
46 2.275 0.925957 50.476
47 2.325 0.786125 53.012
48 2.375 0.693663 55.347
49 2.425 0.698836 57.7995
50 2.475 0.731341 60.473
147600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00195801 0.001
20 0.975 0.31811 0.1815
21 1.025 2.05713 1.4715
22 1.075 3.82024 4.1065
23 1.125 3.61336 6.836
24 1.175 2.34704 8.77
25 1.225 1.42079 10.0425
26 1.275 0.836407 10.854
27 1.325 0.527773 11.407
28 1.375 0.417863 11.8785
29 1.425 0.387406 12.348
30 1.475 0.41473 12.8865
31 1.525 0.509745 13.594
32 1.575 0.612991 14.5015
33 1.625 0.603772 15.453
34 1.675 0.595441 16.45
35 1.725 0.612668 17.538
36 1.775 0.796694 19.036
37 1.825 1.05273 21.1285
38 1.875 1.38984 24.0445
39 1.925 1.56254 27.5
40 1.975 1.52459 31.049
41 2.025 1.38731 34.444
42 2.075 1.28215 37.7385
43 2.125 1.23885 41.077
44 2.175 1.20575 44.481
45 2.225 1.06501 47.6275
46 2.275 0.907341 50.43
47 2.325 0.774191 52.9275
48 2.375 0.698268 55.278
49 2.425 0.705675 57.7545
50 2.475 0.753499 60.509
147700 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00195801 0.001
20 0.975 0.32516 0.1855
21 1.025 2.05155 1.472
22 1.075 3.71078 4.0315
23 1.125 3.64911 6.788
24 1.175 2.42592 8.787
25 1.225 1.42861 10.0665
26 1.275 0.857536 10.8985
27 1.325 0.525387 11.449
28 1.375 0.377096 11.8745
29 1.425 0.389882 12.347
30 1.475 0.435524 12.9125
31 1.525 0.511186 13.622
32 1.575 0.583946 14.4865
33 1.625 0.610435 15.4485
34 1.675 0.590663 16.4375
35 1.725 0.637727 17.57
36 1.775 0.771432 19.0205
37 1.825 1.03965 21.087
38 1.875 1.37721 23.9765
39 1.925 1.54694 27.3975
40 1.975 1.55359 31.014
41 2.025 1.41652 34.4805
42 2.075 1.28059 37.771
43 2.125 1.24516 41.1265
44 2.175 1.17546 44.445
45 2.225 1.07127 47.61
46 2.275 0.91414 50.4335
47 2.325 0.776516 52.9385
48 2.375 0.697674 55.287
49 2.425 0.699121 57.7405
50 2.475 0.746797 60.4705
147800 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.000979007 0.0005
20 0.975 0.322516 0.1835
21 1.025 2.06669 1.4795
22 1.075 3.75427 4.069
23 1.125 3.60939 6.7955
24 1.175 2.40104 8.774
25 1.225 1.45317 10.0755
26 1.275 0.824039 10.875
27 1.325 0.529204 11.4295
28 1.375 0.407671 11.8895
29 1.425 0.389056 12.361
30 1.475 0.422046 12.909
31 1.525 0.509385 13.616
32 1.575 0.587999 14.4865
33 1.625 0.596792 15.427
34 1.675 0.600816 16.433
35 1.725 0.637164 17.5645
36 1.775 0.768241 19.009
37 1.825 1.04971 21.0955
38 1.875 1.40199 24.037
39 1.925 1.56435 27.4965
40 1.975 1.54371 31.09
41 2.025 1.37934 34.4655
42 2.075 1.27806 37.7495
43 2.125 1.2203 41.038
44 2.175 1.20858 44.45
45 2.225 1.07737 47.633
46 2.275 0.904427 50.4265
47 2.325 0.774346 52.9245
48 2.375 0.715647 55.3335
49 2.425 0.685871 57.7405
50 2.475 0.746934 60.471
147900 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.301368 0.1725
21 1.025 2.09859 1.4885
22 1.075 3.71875 4.0535
23 1.125 3.56769 6.7485
24 1.175 2.45323 8.77
25 1.225 1.47494 10.091
26 1.275 0.827646 10.894
27 1.325 0.529682 11.449
28 1.375 0.393048 11.8925
29 1.425 0.370078 12.341
30 1.475 0.412419 12.8765
31 1.525 0.524155 13.604
32 1.575 0.584284 14.469
33 1.625 0.632961 15.4665
34 1.675 0.58917 16.453
35 1.725 0.620552 17.555
36 1.775 0.755476 18.9755
37 1.825 1.03588 21.0345
38 1.875 1.37935 23.9285
39 1.925 1.56502 27.3895
40 1.975 1.57636 31.059
41 2.025 1.40059 34.4865
42 2.075 1.26561 37.7385
43 2.125 1.24275 41.0875
44 2.175 1.19229 44.4535
45 2.225 1.08041 47.6455
46 2.275 0.925633 50.5045
47 2.325 0.764581 52.971
48 2.375 0.687573 55.2855
49 2.425 0.70254 57.751
50 2.475 0.742694 60.466
148000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00881107 0.0045
20 0.975 0.309299 0.18
21 1.025 2.11453 1.506
22 1.075 3.7376 4.084
23 1.125 3.48495 6.7165
24 1.175 2.48599 8.765
25 1.225 1.48834 10.098
26 1.275 0.821462 10.895
27 1.325 0.52825 11.4485
28 1.375 0.408114 11.909
29 1.425 0.382455 12.3725
30 1.475 0.423201 12.922
31 1.525 0.511906 13.6325
32 1.575 0.567397 14.4725
33 1.625 0.599647 15.4175
34 1.675 0.600517 16.423
35 1.725 0.614921 17.515
36 1.775 0.798555 19.0165
37 1.825 1.04669 21.097
38 1.875 1.38031 23.993
39 1.925 1.58243 27.4925
40 1.975 1.52846 31.0505
41 2.025 1.38894 34.4495
42 2.075 1.28935 37.7625
43 2.125 1.21733 41.043
44 2.175 1.18662 44.393
45 2.225 1.08684 47.604
46 2.275 0.932918 50.4855
47 2.325 0.78349 53.013
48 2.375 0.714013 55.4165
49 2.425 0.695132 57.856
50 2.475 0.71698 60.477
148100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00685305 0.0035
20 0.975 0.299605 0.1735
21 1.025 2.0643 1.468
22 1.075 3.79269 4.084
23 1.125 3.53592 6.755
24 1.175 2.46779 8.7885
25 1.225 1.42247 10.0625
