# Time-averaged data for fix pe_out
# TimeStep v_pot_energy
308700 -6.80227
308800 -6.79893
308900 -6.81445
309000 -6.80954
309100 -6.81437
309200 -6.80801
309300 -6.76804
309400 -6.78779
309500 -6.79195
309600 -6.79511
309700 -6.80856
309800 -6.79659
309900 -6.78366
310000 -6.77765
310100 -6.79076
310200 -6.79847
310300 -6.80255
310400 -6.80702
310500 -6.7953
310600 -6.78546
310700 -6.79188
310800 -6.81132
310900 -6.80111
311000 -6.80274
311100 -6.79518
311200 -6.80129
311300 -6.78019
311400 -6.79118
311500 -6.79532
311600 -6.80084
311700 -6.79572
311800 -6.79519
311900 -6.79381
312000 -6.79174
312100 -6.79409
312200 -6.80257
312300 -6.80582
312400 -6.80015
312500 -6.7833
312600 -6.80786
312700 -6.80839
312800 -6.7948
312900 -6.78919
313000 -6.78083
313100 -6.79894
313200 -6.7964
313300 -6.81457
313400 -6.81337
313500 -6.79742
313600 -6.80282
313700 -6.80388
313800 -6.80009
313900 -6.80561
314000 -6.80487
314100 -6.78657
314200 -6.77993
314300 -6.80622
314400 -6.80916
314500 -6.81259
314600 -6.81545
314700 -6.80578
314800 -6.79642
314900 -6.79188
315000 -6.80031
315100 -6.78913
315200 -6.80561
315300 -6.80093
315400 -6.77894
315500 -6.78916
315600 -6.79058
315700 -6.79138
315800 -6.80727
315900 -6.80644
316000 -6.81453
316100 -6.79991
316200 -6.78957
316300 -6.79612
316400 -6.79639
316500 -6.79293
316600 -6.81066
316700 -6.79616
316800 -6.80152
316900 -6.79665
317000 -6.78361
317100 -6.79601
317200 -6.79358
317300 -6.8014
317400 -6.79113
317500 -6.80837
317600 -6.80513
317700 -6.81222
317800 -6.79607
317900 -6.79001
318000 -6.79774
318100 -6.8086
318200 -6.79887
318300 -6.8042
318400 -6.79116
318500 -6.79672
318600 -6.79555
318700 -6.80412
318800 -6.80568
318900 -6.79754
319000 -6.79305
319100 -6.80443
319200 -6.80482
319300 -6.80567
319400 -6.82197
319500 -6.7881
319600 -6.79898
319700 -6.78768
319800 -6.7803
319900 -6.81313
320000 -6.81209
320100 -6.79191
320200 -6.79635
320300 -6.78213
320400 -6.80424
320500 -6.80822
320600 -6.80131
320700 -6.79442
320800 -6.79762
320900 -6.79201
321000 -6.79607
321100 -6.78996
321200 -6.80541
321300 -6.79647
321400 -6.79922
321500 -6.78897
321600 -6.80553
321700 -6.80171
321800 -6.8001
321900 -6.79114
322000 -6.79971
322100 -6.81008
322200 -6.78997
322300 -6.79369
322400 -6.80096
322500 -6.78473
322600 -6.78684
322700 -6.78767
322800 -6.79385
322900 -6.80664
323000 -6.80046
323100 -6.80079
323200 -6.80749
323300 -6.82651
323400 -6.79516
323500 -6.78125
323600 -6.79095
323700 -6.79607
323800 -6.79923
323900 -6.79971
324000 -6.8005
324100 -6.79051
324200 -6.79811
324300 -6.79936
324400 -6.8117
324500 -6.79428
324600 -6.8151
324700 -6.80113
324800 -6.79383
324900 -6.79312
325000 -6.77867
325100 -6.79952
325200 -6.79622
325300 -6.80298
325400 -6.78608
325500 -6.78601
325600 -6.79416
325700 -6.80154
325800 -6.80889
325900 -6.78253
326000 -6.78407
326100 -6.7891
326200 -6.80924
326300 -6.82301
326400 -6.80421
326500 -6.79592
326600 -6.80871
326700 -6.80161
326800 -6.80347
326900 -6.80487
327000 -6.8056
327100 -6.78345
327200 -6.79372
327300 -6.78961
327400 -6.79282
327500 -6.78231
327600 -6.79044
327700 -6.80546
327800 -6.79794
327900 -6.80725
328000 -6.78465
328100 -6.78213
328200 -6.79737
328300 -6.79524
328400 -6.80527
328500 -6.80537
328600 -6.79992
328700 -6.78977
328800 -6.80544
328900 -6.80466
329000 -6.80293
329100 -6.81572
329200 -6.79478
329300 -6.79836
329400 -6.80511
329500 -6.81285
329600 -6.81652
329700 -6.79795
329800 -6.80854
329900 -6.79482
330000 -6.81006
330100 -6.80474
330200 -6.78217
330300 -6.78186
330400 -6.79071
330500 -6.81113
330600 -6.81544
330700 -6.78858
330800 -6.79818
330900 -6.79767
331000 -6.79656
331100 -6.79901
331200 -6.80031
331300 -6.79677
331400 -6.78383
331500 -6.78388
331600 -6.81564
331700 -6.81472
331800 -6.8124
331900 -6.78304
332000 -6.77091
332100 -6.79289
332200 -6.79621
332300 -6.79826
332400 -6.79371
332500 -6.8112
332600 -6.7914
332700 -6.78374
332800 -6.7908
332900 -6.79873
333000 -6.79495
333100 -6.8043
333200 -6.79353
333300 -6.79328
333400 -6.80262
333500 -6.81008
333600 -6.80392
333700 -6.80571
333800 -6.79435
333900 -6.78211
334000 -6.78231
334100 -6.78804
334200 -6.79343
334300 -6.81541
334400 -6.81298
334500 -6.7856
334600 -6.79027
334700 -6.78912
334800 -6.82177
334900 -6.80704
335000 -6.79859
335100 -6.79631
335200 -6.80682
335300 -6.79523
335400 -6.80468
335500 -6.80688
335600 -6.80155
335700 -6.80826
335800 -6.78725
335900 -6.80813
336000 -6.79822
336100 -6.80742
336200 -6.80739
336300 -6.78478
336400 -6.7985
336500 -6.81046
336600 -6.79991
336700 -6.80875
336800 -6.80834
336900 -6.81109
337000 -6.81754
337100 -6.80218
337200 -6.79188
337300 -6.78967
337400 -6.80686
337500 -6.79995
337600 -6.8105
337700 -6.80728
337800 -6.78286
337900 -6.79913
338000 -6.7764
338100 -6.79439
338200 -6.80155
338300 -6.79807
338400 -6.80861
338500 -6.79861
338600 -6.79218
338700 -6.7857
338800 -6.79809
338900 -6.80191
339000 -6.80912
339100 -6.78637
339200 -6.78798
339300 -6.79482
339400 -6.80268
339500 -6.80735
339600 -6.79003
339700 -6.79048
339800 -6.79451
339900 -6.79245
340000 -6.79954
340100 -6.8074
340200 -6.82409
340300 -6.8134
340400 -6.80571
340500 -6.78333
340600 -6.81194
340700 -6.80221
340800 -6.80863
340900 -6.79811
341000 -6.80791
341100 -6.79812
341200 -6.80382
341300 -6.80079
341400 -6.81369
341500 -6.79869
341600 -6.80623
341700 -6.80379
341800 -6.79866
341900 -6.79977
342000 -6.80369
342100 -6.80671
342200 -6.79884
342300 -6.80337
342400 -6.78929
342500 -6.8
342600 -6.81097
342700 -6.81218
342800 -6.78934
342900 -6.78486
343000 -6.79038
343100 -6.79491
343200 -6.80392
343300 -6.80494
343400 -6.79664
343500 -6.80558
343600 -6.78699
343700 -6.78867
343800 -6.80172
343900 -6.80053
344000 -6.79687
344100 -6.78917
344200 -6.78388
344300 -6.79232
344400 -6.81247
344500 -6.80439
344600 -6.80548
344700 -6.80085
344800 -6.785
344900 -6.80946
345000 -6.81837
345100 -6.81471
345200 -6.79122
345300 -6.7888
345400 -6.7978
345500 -6.79721
345600 -6.79797
345700 -6.77485
345800 -6.79537
345900 -6.80527
346000 -6.79438
346100 -6.79832
346200 -6.79732
346300 -6.79812
346400 -6.80401
346500 -6.80197
346600 -6.81254
346700 -6.79121
346800 -6.79477
346900 -6.7845
347000 -6.80168
347100 -6.80116
347200 -6.80171
347300 -6.81257
347400 -6.81141
347500 -6.79243
347600 -6.80539
347700 -6.80477
347800 -6.80346
347900 -6.79443
348000 -6.79368
348100 -6.79532
348200 -6.80203
348300 -6.80071
348400 -6.80729
348500 -6.81077
348600 -6.79358
348700 -6.78702
348800 -6.7987
348900 -6.77792
349000 -6.79463
349100 -6.80559
349200 -6.79401
349300 -6.80199
349400 -6.80596
349500 -6.788
349600 -6.79439
349700 -6.80539
349800 -6.78771
349900 -6.8019
350000 -6.79052
350100 -6.7927
350200 -6.78688
350300 -6.79804
350400 -6.81348
350500 -6.80632
350600 -6.79206
350700 -6.79053
350800 -6.79284
350900 -6.79629
351000 -6.79657
351100 -6.80653
351200 -6.79441
351300 -6.817
351400 -6.81532
351500 -6.80548
351600 -6.80236
351700 -6.81231
351800 -6.80303
351900 -6.81077
352000 -6.80805
352100 -6.79883
352200 -6.80115
352300 -6.79994
352400 -6.77755
352500 -6.80433
352600 -6.80951
352700 -6.79207
352800 -6.80108
352900 -6.79438
353000 -6.79573
353100 -6.79505
353200 -6.80787
353300 -6.80186
353400 -6.78077
353500 -6.79609
353600 -6.81623
353700 -6.82546
353800 -6.81109
353900 -6.7841
354000 -6.80092
354100 -6.8068
354200 -6.80858
354300 -6.80975
354400 -6.80791
354500 -6.79982
354600 -6.79329
354700 -6.8141
354800 -6.80225
354900 -6.81331
355000 -6.80951
355100 -6.79649
355200 -6.79764
355300 -6.79551
355400 -6.8094
355500 -6.8341
355600 -6.82228
355700 -6.80465
355800 -6.79509
355900 -6.79662
356000 -6.79635
356100 -6.80519
356200 -6.82238
356300 -6.80874
356400 -6.79411
356500 -6.78428
356600 -6.78961
356700 -6.80969
356800 -6.81029
356900 -6.81149
357000 -6.79828
357100 -6.81163
357200 -6.7979
357300 -6.78816
357400 -6.7875
357500 -6.79198
357600 -6.79411
357700 -6.80144
357800 -6.81218
357900 -6.79599
358000 -6.78399
358100 -6.82531
358200 -6.82007
358300 -6.80228
358400 -6.80737
358500 -6.80099
358600 -6.79089
358700 -6.8092
358800 -6.81729
358900 -6.80562
359000 -6.78871
359100 -6.79944
359200 -6.7973
359300 -6.81955
359400 -6.79778
359500 -6.80051
359600 -6.80473
359700 -6.81408
359800 -6.80611
359900 -6.81287
360000 -6.79734
360100 -6.78941
360200 -6.80707
360300 -6.78513
360400 -6.81014
360500 -6.82886
360600 -6.8117
360700 -6.80201
360800 -6.80327
360900 -6.78154
361000 -6.79891
361100 -6.78543
361200 -6.79759
361300 -6.80992
361400 -6.79518
361500 -6.80355
361600 -6.79376
361700 -6.79104
361800 -6.8009
361900 -6.80952
362000 -6.80266
362100 -6.77116
362200 -6.78658
362300 -6.78862
362400 -6.80893
362500 -6.79863
362600 -6.7917
362700 -6.79851
362800 -6.79906
362900 -6.81688
363000 -6.81608
363100 -6.81589
363200 -6.81423
363300 -6.78924
363400 -6.79381
363500 -6.79322
363600 -6.79407
363700 -6.81969
363800 -6.80622
363900 -6.79363
364000 -6.79497
364100 -6.80124
364200 -6.82139
364300 -6.81913
364400 -6.8175
364500 -6.7949
364600 -6.79378
364700 -6.80367
364800 -6.79639
364900 -6.81536
365000 -6.81225
365100 -6.80629
365200 -6.79648
365300 -6.80283
365400 -6.79814
365500 -6.81419
365600 -6.80732
365700 -6.79008
365800 -6.78389
365900 -6.7965
366000 -6.80552
366100 -6.80299
366200 -6.79722
366300 -6.78985
366400 -6.7757
366500 -6.78943
366600 -6.79513
366700 -6.80891
366800 -6.80059
366900 -6.80446
367000 -6.79824
367100 -6.80232
367200 -6.78956
367300 -6.80418
367400 -6.79327
367500 -6.80682
367600 -6.79204
367700 -6.77809
367800 -6.78645
367900 -6.80975
368000 -6.80938
368100 -6.80607
368200 -6.80481
368300 -6.78505
368400 -6.79744
368500 -6.80125
368600 -6.79611
368700 -6.8027
368800 -6.7988
368900 -6.80097
369000 -6.81082
369100 -6.80628
369200 -6.79497
369300 -6.80332
369400 -6.80506
369500 -6.81179
369600 -6.79688
369700 -6.80998
369800 -6.79737
369900 -6.78968
370000 -6.78953
370100 -6.79947
370200 -6.79774
370300 -6.79384
370400 -6.79837
370500 -6.80173
370600 -6.7893
370700 -6.80547
370800 -6.78893
370900 -6.81197
371000 -6.81138
371100 -6.8061
371200 -6.80076
371300 -6.78611
371400 -6.78817
371500 -6.79358
371600 -6.80643
371700 -6.81445
371800 -6.81446
371900 -6.80283
372000 -6.79168
372100 -6.80789
372200 -6.81825
372300 -6.80223
372400 -6.79981
372500 -6.80331
372600 -6.78503
372700 -6.80729
372800 -6.81674
372900 -6.79543
373000 -6.80806
373100 -6.7995
373200 -6.80742
373300 -6.79884
373400 -6.79682
373500 -6.81112
373600 -6.81359
373700 -6.80283
373800 -6.79967
373900 -6.78052
374000 -6.79059
374100 -6.79812
374200 -6.79767
374300 -6.80408
374400 -6.8053
374500 -6.78966
374600 -6.79261
374700 -6.79265
374800 -6.80739
374900 -6.8105
375000 -6.78779
375100 -6.79962
375200 -6.79864
375300 -6.79421
375400 -6.79633
375500 -6.80919
375600 -6.80251
375700 -6.79723
375800 -6.80695
375900 -6.80325
376000 -6.7941
376100 -6.80616
376200 -6.81397
376300 -6.81094
376400 -6.79543
376500 -6.80605
376600 -6.79935
376700 -6.79355
376800 -6.79059
376900 -6.80992
377000 -6.80481
377100 -6.78733
377200 -6.79315
377300 -6.8054
377400 -6.79586
377500 -6.80135
377600 -6.79907
377700 -6.79989
377800 -6.78593
377900 -6.79779
378000 -6.79754
378100 -6.81085
378200 -6.80555
378300 -6.80719
378400 -6.78395
378500 -6.79063
378600 -6.78485
378700 -6.79003
378800 -6.80713
378900 -6.81185
379000 -6.7961
379100 -6.80206
379200 -6.79542
379300 -6.79488
379400 -6.81403
379500 -6.81267
379600 -6.79279
379700 -6.78261
379800 -6.79186
379900 -6.80468
380000 -6.81655
380100 -6.81105
380200 -6.80203
380300 -6.79908
380400 -6.79502
380500 -6.80134
380600 -6.79447
380700 -6.79177
380800 -6.80141
380900 -6.7952
381000 -6.82077
381100 -6.80953
381200 -6.7949
381300 -6.8034
381400 -6.7969
381500 -6.80178
381600 -6.81175
381700 -6.81349
381800 -6.80554
381900 -6.80456
382000 -6.80718
382100 -6.81559
382200 -6.81104
382300 -6.81586
382400 -6.80347
382500 -6.80184
382600 -6.8019
382700 -6.79077
382800 -6.79498
382900 -6.81064
383000 -6.80288
383100 -6.79183
383200 -6.78485
383300 -6.80797
383400 -6.81805
383500 -6.80966
383600 -6.79658
383700 -6.79474
383800 -6.80127
383900 -6.7945
384000 -6.79711
384100 -6.80005
384200 -6.80721
384300 -6.79025
384400 -6.79692
384500 -6.78968
384600 -6.81071
384700 -6.81353
384800 -6.7927
384900 -6.78717
385000 -6.7971
385100 -6.80085
385200 -6.79636
385300 -6.8104
385400 -6.79075
385500 -6.79334
385600 -6.79878
385700 -6.79912
385800 -6.78793
385900 -6.80488
386000 -6.8015
386100 -6.80371
386200 -6.80125
386300 -6.80187
386400 -6.79841
386500 -6.79835
386600 -6.78971
386700 -6.79476
386800 -6.79824
386900 -6.81304
387000 -6.79805
387100 -6.80426
387200 -6.78856
387300 -6.79747
387400 -6.7934
387500 -6.80737
387600 -6.80839
387700 -6.79621
387800 -6.79207
387900 -6.78682
388000 -6.80067
388100 -6.79578
388200 -6.81157
388300 -6.80556
388400 -6.79583
388500 -6.78748
388600 -6.81568
388700 -6.8138
388800 -6.80759
388900 -6.7887
389000 -6.79557
389100 -6.78726
389200 -6.79207
389300 -6.82103
389400 -6.80328
389500 -6.80392
389600 -6.79838
389700 -6.79939
389800 -6.80743
389900 -6.82236
390000 -6.79536
390100 -6.79581
390200 -6.79106
390300 -6.7851
390400 -6.80316
390500 -6.80916
390600 -6.80663
390700 -6.80403
390800 -6.78694
390900 -6.79179
391000 -6.80228
391100 -6.80878
391200 -6.80484
391300 -6.79575
391400 -6.76904
391500 -6.77692
391600 -6.77133
391700 -6.78883
391800 -6.79407
391900 -6.80732
392000 -6.80995
392100 -6.80531
392200 -6.78845
392300 -6.79174
392400 -6.80408
392500 -6.81348
392600 -6.80188
392700 -6.7873
392800 -6.78511
392900 -6.78983
393000 -6.79679
393100 -6.81135
393200 -6.81747
393300 -6.79438
393400 -6.79893
393500 -6.79226
393600 -6.80786
393700 -6.79993
393800 -6.80496
393900 -6.7999
394000 -6.78327
394100 -6.80782
394200 -6.81472
394300 -6.81166
394400 -6.81569
394500 -6.79661
394600 -6.78846
394700 -6.7843
394800 -6.81068
394900 -6.81335
395000 -6.79549
395100 -6.7979
395200 -6.79796
395300 -6.78938
395400 -6.81535
395500 -6.80572
395600 -6.79522
395700 -6.79522
395800 -6.79179
395900 -6.78628
396000 -6.80628
396100 -6.80438
396200 -6.80583
396300 -6.79856
396400 -6.8122
396500 -6.79304
396600 -6.80914
396700 -6.81372
396800 -6.80914
396900 -6.80106
397000 -6.77125
397100 -6.78074
397200 -6.80971
397300 -6.82086
397400 -6.80181
397500 -6.79962
397600 -6.78518
397700 -6.8045
397800 -6.7952
397900 -6.81953
398000 -6.81556
398100 -6.80316
398200 -6.79373
398300 -6.79125
398400 -6.791
398500 -6.80882
398600 -6.81219
398700 -6.80776
398800 -6.79503
398900 -6.81481
399000 -6.79544
399100 -6.78626
399200 -6.78802
399300 -6.8056
399400 -6.81261
399500 -6.80044
399600 -6.78901
399700 -6.79165
399800 -6.79633
399900 -6.81269
400000 -6.80749
400100 -6.77495
400200 -6.7834
400300 -6.78897
400400 -6.80247
400500 -6.80912
400600 -6.81198
400700 -6.78412
400800 -6.7667
400900 -6.78669
401000 -6.7924
401100 -6.80515
401200 -6.81135
401300 -6.80555
401400 -6.79713
401500 -6.78916
401600 -6.79246
401700 -6.80532
401800 -6.80219
401900 -6.78921
402000 -6.80004
402100 -6.8096
402200 -6.79895
402300 -6.79881
402400 -6.82228
402500 -6.81318
402600 -6.80902
402700 -6.79581
402800 -6.78809
402900 -6.80113
403000 -6.80873
403100 -6.80646
403200 -6.81438
403300 -6.79253
403400 -6.80357
403500 -6.79769
403600 -6.79288
403700 -6.79143
403800 -6.80785
403900 -6.81354
404000 -6.80099
404100 -6.7968
404200 -6.80332
404300 -6.79291
404400 -6.80792
404500 -6.81807
404600 -6.80611
404700 -6.80336
404800 -6.79754
404900 -6.80076
405000 -6.8024
405100 -6.8165
405200 -6.78344
405300 -6.78541
405400 -6.79061
405500 -6.7986
405600 -6.79165
405700 -6.8118
405800 -6.79516
405900 -6.79069
406000 -6.81416
406100 -6.81508
406200 -6.81862
406300 -6.79908
406400 -6.78676
406500 -6.79802
406600 -6.81055
406700 -6.81829
406800 -6.80338
406900 -6.78945
407000 -6.78778
407100 -6.80471
407200 -6.80966
407300 -6.79743
407400 -6.8027
407500 -6.7996
407600 -6.8071
407700 -6.78329
407800 -6.80127
407900 -6.79899
408000 -6.81758
408100 -6.80505
408200 -6.79167
408300 -6.78972
408400 -6.79401
408500 -6.78056
408600 -6.80302
408700 -6.81057
408800 -6.78917
408900 -6.79954
409000 -6.79484
409100 -6.80016
409200 -6.81033
409300 -6.80464
409400 -6.77797
409500 -6.79616
409600 -6.81163
409700 -6.80083
409800 -6.80669
409900 -6.79709
410000 -6.79918
410100 -6.79436
410200 -6.79841
410300 -6.79172
410400 -6.79537
410500 -6.79164
410600 -6.79439
410700 -6.79465
410800 -6.81044
410900 -6.80021
411000 -6.79759
411100 -6.7949
411200 -6.79365
411300 -6.81004
411400 -6.81119
411500 -6.8074
411600 -6.79521
411700 -6.79626
411800 -6.81612
411900 -6.79919
412000 -6.79396
412100 -6.80508
412200 -6.77358
412300 -6.77607
412400 -6.78864
412500 -6.80212
412600 -6.80745
412700 -6.80651
412800 -6.79289
412900 -6.80019
413000 -6.78898
413100 -6.79199
413200 -6.79539
413300 -6.80082
413400 -6.7971
413500 -6.80568
413600 -6.79974
413700 -6.78904
413800 -6.79823
413900 -6.8064
414000 -6.80699
414100 -6.79467
414200 -6.79717
414300 -6.79832
414400 -6.80106
414500 -6.81757
414600 -6.80964
414700 -6.80042
414800 -6.79668
414900 -6.81732
415000 -6.82453
415100 -6.79638
415200 -6.79102
415300 -6.77166
415400 -6.79444
415500 -6.80443
415600 -6.79768
415700 -6.80614
415800 -6.80876
415900 -6.79998
416000 -6.80179
416100 -6.7925
416200 -6.80028
416300 -6.79353
416400 -6.79988
416500 -6.79477
416600 -6.79242
416700 -6.81115
416800 -6.81295
416900 -6.80208
417000 -6.81066
417100 -6.79999
417200 -6.80415
417300 -6.78652
417400 -6.81017
417500 -6.82583
417600 -6.80095
417700 -6.7903
417800 -6.78672
417900 -6.80214
418000 -6.81285
418100 -6.79857
418200 -6.78478
418300 -6.79482
418400 -6.80423
418500 -6.80575
418600 -6.79472
418700 -6.79972
418800 -6.79905
418900 -6.781
419000 -6.77374
419100 -6.80654
419200 -6.80155
419300 -6.80049
419400 -6.79067
419500 -6.79568
419600 -6.78267
419700 -6.78992
419800 -6.79829
419900 -6.81464
420000 -6.78516
420100 -6.79193
420200 -6.78068
420300 -6.77574
420400 -6.8028
420500 -6.81001
420600 -6.80681
420700 -6.78082
420800 -6.80461
420900 -6.79564
421000 -6.78536
421100 -6.79142
421200 -6.79931
421300 -6.80619
421400 -6.81413
421500 -6.81504
421600 -6.80132
421700 -6.79974
421800 -6.79737
421900 -6.79523
422000 -6.80513
422100 -6.79662
422200 -6.8026
422300 -6.79626
422400 -6.79757
422500 -6.79097
422600 -6.80892
422700 -6.81204
422800 -6.80189
422900 -6.80111
423000 -6.78844
423100 -6.81396
423200 -6.79462
423300 -6.80554
423400 -6.81557
423500 -6.80343
423600 -6.79214
423700 -6.79688
423800 -6.79132
423900 -6.81117
424000 -6.82012
424100 -6.8067
424200 -6.78855
424300 -6.80216
424400 -6.7893
424500 -6.79878
424600 -6.80266
424700 -6.79787
424800 -6.78969
424900 -6.79351
425000 -6.79831
425100 -6.80236
425200 -6.81583
425300 -6.79176
425400 -6.78421
425500 -6.79457
425600 -6.80814
425700 -6.81434
425800 -6.80123
425900 -6.79054
426000 -6.78741
426100 -6.80036
426200 -6.79205
426300 -6.79801
426400 -6.79487
426500 -6.78697
426600 -6.78196
426700 -6.78402
426800 -6.79781
426900 -6.79995
427000 -6.80803
427100 -6.79896
427200 -6.81232
427300 -6.80597
427400 -6.8034
427500 -6.82794
427600 -6.78762
427700 -6.80259
427800 -6.8082
427900 -6.80495
428000 -6.80338
428100 -6.7807
428200 -6.78174
428300 -6.79267
428400 -6.81501
428500 -6.80885
428600 -6.81288
428700 -6.79424
428800 -6.7884
428900 -6.79177
429000 -6.80514
429100 -6.81336
429200 -6.79147
429300 -6.79476
429400 -6.79792
429500 -6.80039
429600 -6.80576
429700 -6.79594
429800 -6.78872
429900 -6.79782
430000 -6.7718
430100 -6.78999
430200 -6.80233
430300 -6.8053
430400 -6.80738
430500 -6.78574
430600 -6.78283
430700 -6.80204
430800 -6.80247
430900 -6.79459
431000 -6.80469
431100 -6.77989
431200 -6.78245
431300 -6.80754
431400 -6.81499
431500 -6.81724
431600 -6.80058
431700 -6.79886
431800 -6.79732
431900 -6.79444
432000 -6.80456
432100 -6.79021
432200 -6.79061
432300 -6.78284
432400 -6.80417
432500 -6.80991
432600 -6.81029
432700 -6.7887
432800 -6.78502
432900 -6.79023
433000 -6.79809
433100 -6.80068
433200 -6.79066
433300 -6.79996
433400 -6.7788
433500 -6.78904
433600 -6.79896
433700 -6.7958
433800 -6.79933
433900 -6.81897
434000 -6.80502
434100 -6.80732
434200 -6.79001
434300 -6.78953
434400 -6.78769
434500 -6.78855
434600 -6.80292
434700 -6.79606
434800 -6.79513
434900 -6.79877
435000 -6.81499
435100 -6.811
435200 -6.79793
435300 -6.79496
435400 -6.79985
435500 -6.8006
435600 -6.79776
435700 -6.80571
435800 -6.78707
435900 -6.7972
436000 -6.7937
436100 -6.81211
436200 -6.79933
436300 -6.7834
436400 -6.78769
436500 -6.80447
436600 -6.8045
436700 -6.80353
436800 -6.80267
436900 -6.78927
437000 -6.80712
437100 -6.80295
437200 -6.81325
437300 -6.79847
437400 -6.79457
437500 -6.77776
437600 -6.8008
437700 -6.80982
437800 -6.81104
437900 -6.80887
438000 -6.79617
438100 -6.79758
438200 -6.80199
438300 -6.8058
438400 -6.79266
438500 -6.80525
438600 -6.79912
438700 -6.80701
438800 -6.80324
438900 -6.81925
439000 -6.80914
439100 -6.79945
439200 -6.79794
439300 -6.79286
439400 -6.80407
439500 -6.79904
439600 -6.79201
439700 -6.78666
439800 -6.80031
439900 -6.8053
440000 -6.8053
440100 -6.7989
440200 -6.79331
440300 -6.77977
440400 -6.8054
440500 -6.79781
440600 -6.80248
440700 -6.78222
440800 -6.7842
440900 -6.79874
441000 -6.8235
441100 -6.80105
441200 -6.79925
441300 -6.79162
441400 -6.79528
441500 -6.80536
441600 -6.81118
441700 -6.80626
441800 -6.80322
441900 -6.78758
442000 -6.78624
442100 -6.79832
442200 -6.80144
442300 -6.80617
442400 -6.80105
442500 -6.79872
442600 -6.77117
442700 -6.78299
442800 -6.80076
442900 -6.80059
443000 -6.82108
443100 -6.79961
443200 -6.78691
443300 -6.79224
443400 -6.79161
443500 -6.8009
443600 -6.80636
443700 -6.80433
443800 -6.78779
443900 -6.78465
444000 -6.80993
444100 -6.81158
444200 -6.80267
444300 -6.79269
444400 -6.78738
444500 -6.79563
444600 -6.81249
444700 -6.78996
444800 -6.80526
444900 -6.80543
445000 -6.805
445100 -6.80301
445200 -6.81006
445300 -6.79984
445400 -6.802
445500 -6.80197
445600 -6.79003
445700 -6.80336
445800 -6.8026
445900 -6.81047
446000 -6.80944
446100 -6.80641
446200 -6.80646
446300 -6.79512
446400 -6.79145
446500 -6.79273
446600 -6.78945
446700 -6.80759
446800 -6.8077
446900 -6.79617
447000 -6.76738
447100 -6.78659
447200 -6.79908
447300 -6.80616
447400 -6.80847
447500 -6.7928
447600 -6.78403
447700 -6.79131
447800 -6.81429
447900 -6.81009
448000 -6.79059
448100 -6.8003
448200 -6.79135
448300 -6.80912
448400 -6.80179
448500 -6.82763
448600 -6.80425
448700 -6.79925
448800 -6.79478
448900 -6.78838
449000 -6.79568
449100 -6.79446
449200 -6.82052
449300 -6.80758
449400 -6.78912
449500 -6.80234
449600 -6.81831
449700 -6.79673
449800 -6.80018
449900 -6.81715
450000 -6.79078
450100 -6.79746
450200 -6.79477
450300 -6.80518
450400 -6.80139
450500 -6.78816
450600 -6.78741
450700 -6.78515
450800 -6.80515
450900 -6.80252
451000 -6.80543
451100 -6.78734
451200 -6.79262
451300 -6.79034
451400 -6.80394
451500 -6.7975
451600 -6.80007
451700 -6.7857
451800 -6.78696
451900 -6.80732
452000 -6.79707
452100 -6.81099
452200 -6.80279
452300 -6.78913
452400 -6.79736
452500 -6.81772
452600 -6.80102
452700 -6.80276
452800 -6.79534
452900 -6.78133
453000 -6.78486
453100 -6.80613
453200 -6.79681
453300 -6.8034
453400 -6.8158
453500 -6.81216
453600 -6.79828
453700 -6.79723
453800 -6.79691
453900 -6.81022
454000 -6.80986
454100 -6.79747
454200 -6.80548
454300 -6.79871
454400 -6.79534
454500 -6.81834
454600 -6.81908
454700 -6.80288
454800 -6.79291
454900 -6.79351
455000 -6.79033
455100 -6.80034
455200 -6.80829
455300 -6.81444
455400 -6.80441
455500 -6.80026
455600 -6.79249
455700 -6.79316
455800 -6.79817
455900 -6.82032
456000 -6.82067
456100 -6.80765
456200 -6.80411
456300 -6.79823
456400 -6.7988
456500 -6.80361
456600 -6.79493
456700 -6.78145
456800 -6.79588
456900 -6.80522
457000 -6.79925
457100 -6.79905
457200 -6.80946
457300 -6.79742
457400 -6.79958
457500 -6.8065
457600 -6.81478
457700 -6.79963
457800 -6.80414
457900 -6.80405
458000 -6.80393
458100 -6.79598
458200 -6.80461
458300 -6.78963
458400 -6.80356
458500 -6.80321
458600 -6.81623
458700 -6.799
458800 -6.80584
458900 -6.79325
459000 -6.79216
459100 -6.79587
459200 -6.79814
459300 -6.79492
459400 -6.81529
459500 -6.80738
459600 -6.80778
459700 -6.7919
459800 -6.78741
459900 -6.78995
460000 -6.7813
460100 -6.79814
460200 -6.78166
460300 -6.78502
460400 -6.79312
460500 -6.79409
460600 -6.79646
460700 -6.81721
460800 -6.8107
460900 -6.80323
461000 -6.78764
461100 -6.79392
461200 -6.79961
461300 -6.80441
461400 -6.80028
461500 -6.79184
461600 -6.78584
461700 -6.79483
461800 -6.80916
461900 -6.81493
462000 -6.80216
462100 -6.78385
462200 -6.80229
462300 -6.80915
462400 -6.81076
462500 -6.80789
462600 -6.791
462700 -6.8103
462800 -6.78654
462900 -6.80658
463000 -6.80937
463100 -6.81059
463200 -6.80741
463300 -6.80234
463400 -6.80104
463500 -6.79201
463600 -6.80001
463700 -6.81816
463800 -6.80197
463900 -6.79496
