# Time-averaged data for fix pe_out
# TimeStep v_pot_energy
153400 -6.6767
153500 -6.67638
153600 -6.68313
153700 -6.67173
153800 -6.66598
153900 -6.66419
154000 -6.66211
154100 -6.64983
154200 -6.6762
154300 -6.68738
154400 -6.68538
154500 -6.69294
154600 -6.68107
154700 -6.66052
154800 -6.70776
154900 -6.69741
155000 -6.7012
155100 -6.6811
155200 -6.68034
155300 -6.69825
155400 -6.70438
155500 -6.71356
155600 -6.70241
155700 -6.69663
155800 -6.69054
155900 -6.6869
156000 -6.68469
156100 -6.70382
156200 -6.69471
156300 -6.69852
156400 -6.69443
156500 -6.69796
156600 -6.71105
156700 -6.70901
156800 -6.6912
156900 -6.71333
157000 -6.70069
157100 -6.69945
157200 -6.69083
157300 -6.70728
157400 -6.68737
157500 -6.67835
157600 -6.6891
157700 -6.70348
157800 -6.70802
157900 -6.70144
158000 -6.69583
158100 -6.71077
158200 -6.71748
158300 -6.70738
158400 -6.70539
158500 -6.70785
158600 -6.69557
158700 -6.70215
158800 -6.71848
158900 -6.71048
159000 -6.71413
159100 -6.7017
159200 -6.70562
159300 -6.70248
159400 -6.71047
159500 -6.72847
159600 -6.72371
159700 -6.71119
159800 -6.69628
159900 -6.7039
160000 -6.7163
160100 -6.71463
160200 -6.72392
160300 -6.71497
160400 -6.70722
160500 -6.71702
160600 -6.72
160700 -6.73079
160800 -6.71207
160900 -6.71093
161000 -6.72106
161100 -6.73003
161200 -6.73605
161300 -6.72459
161400 -6.72094
161500 -6.72316
161600 -6.73179
161700 -6.73739
161800 -6.70857
161900 -6.72585
162000 -6.7227
162100 -6.72739
162200 -6.73313
162300 -6.74314
162400 -6.73286
162500 -6.73543
162600 -6.73438
162700 -6.72856
162800 -6.73551
162900 -6.74709
163000 -6.74408
163100 -6.72934
163200 -6.73634
163300 -6.73944
163400 -6.75562
163500 -6.75397
163600 -6.7415
163700 -6.74068
163800 -6.7447
163900 -6.73543
164000 -6.73732
164100 -6.74395
164200 -6.73236
164300 -6.73443
164400 -6.73636
164500 -6.75004
164600 -6.75119
164700 -6.74416
164800 -6.73936
164900 -6.72268
165000 -6.74098
165100 -6.76166
165200 -6.7611
165300 -6.73584
165400 -6.74181
165500 -6.74999
165600 -6.7456
165700 -6.75124
165800 -6.75688
165900 -6.72747
166000 -6.74149
166100 -6.76291
166200 -6.76112
166300 -6.74769
166400 -6.74083
166500 -6.74752
166600 -6.75446
166700 -6.75601
166800 -6.75665
166900 -6.76856
167000 -6.75263
167100 -6.7586
167200 -6.74058
167300 -6.75213
167400 -6.74865
167500 -6.74562
167600 -6.75541
167700 -6.7526
167800 -6.7588
167900 -6.76908
168000 -6.76554
168100 -6.76598
168200 -6.76931
168300 -6.75664
168400 -6.74781
168500 -6.74048
168600 -6.7787
168700 -6.76991
168800 -6.78227
168900 -6.76788
169000 -6.75407
169100 -6.76208
169200 -6.76171
169300 -6.74756
169400 -6.75348
169500 -6.75476
169600 -6.75388
169700 -6.76132
169800 -6.76474
169900 -6.75743
170000 -6.75734
170100 -6.74373
170200 -6.75561
170300 -6.76508
170400 -6.77048
170500 -6.7655
170600 -6.76052
170700 -6.75108
170800 -6.7608
170900 -6.73937
171000 -6.74749
171100 -6.75883
171200 -6.76655
171300 -6.7677
171400 -6.75258
171500 -6.76036
171600 -6.74297
171700 -6.75342
171800 -6.76114
171900 -6.7685
172000 -6.76197
172100 -6.76698
172200 -6.77981
172300 -6.77059
172400 -6.76103
172500 -6.75349
172600 -6.77263
172700 -6.76999
172800 -6.77407
172900 -6.77638
173000 -6.77105
173100 -6.77184
173200 -6.75561
173300 -6.75803
173400 -6.75266
173500 -6.77492
173600 -6.76078
173700 -6.76579
173800 -6.773
173900 -6.78933
174000 -6.78773
174100 -6.77953
174200 -6.75565
174300 -6.76575
174400 -6.78069
174500 -6.76308
174600 -6.7635
174700 -6.76961
174800 -6.75376
174900 -6.75209
175000 -6.76584
175100 -6.76927
175200 -6.7769
175300 -6.77488
175400 -6.7713
175500 -6.7701
175600 -6.77286
175700 -6.77042
175800 -6.75492
175900 -6.76108
176000 -6.76635
176100 -6.77747
176200 -6.76478
176300 -6.7605
176400 -6.77394
176500 -6.75977
176600 -6.76345
176700 -6.78349
176800 -6.78765
176900 -6.77508
177000 -6.76935
177100 -6.76321
177200 -6.7677
177300 -6.77963
177400 -6.77637
177500 -6.76204
177600 -6.76318
177700 -6.76496
177800 -6.78414
177900 -6.77753
178000 -6.7795
178100 -6.76256
178200 -6.75129
178300 -6.76039
178400 -6.7725
178500 -6.77624
178600 -6.77639
178700 -6.77665
178800 -6.76304
178900 -6.76543
179000 -6.76676
179100 -6.76115
179200 -6.76784
179300 -6.78567
179400 -6.76744
179500 -6.75394
179600 -6.75214
179700 -6.76747
179800 -6.76549
179900 -6.77231
180000 -6.77025
180100 -6.76059
180200 -6.77375
180300 -6.77124
180400 -6.76949
180500 -6.77909
180600 -6.78524
180700 -6.77649
180800 -6.77775
180900 -6.76581
181000 -6.77569
181100 -6.76789
181200 -6.77939
181300 -6.78635
181400 -6.7634
181500 -6.76577
181600 -6.76874
181700 -6.77906
181800 -6.7866
181900 -6.78363
182000 -6.77998
182100 -6.76623
182200 -6.77409
182300 -6.77615
182400 -6.79528
182500 -6.7984
182600 -6.78444
182700 -6.76996
182800 -6.77327
182900 -6.78798
183000 -6.80057
183100 -6.78512
183200 -6.79002
183300 -6.77895
183400 -6.77631
183500 -6.77285
183600 -6.79791
183700 -6.80421
183800 -6.79342
183900 -6.79358
184000 -6.78439
184100 -6.78792
184200 -6.79285
184300 -6.78497
184400 -6.78197
184500 -6.7866
184600 -6.79295
184700 -6.78012
184800 -6.79451
184900 -6.79126
185000 -6.78585
185100 -6.78297
185200 -6.77407
185300 -6.78199
185400 -6.80412
185500 -6.79047
185600 -6.7812
185700 -6.76553
185800 -6.76956
185900 -6.79413
186000 -6.78653
186100 -6.79024
186200 -6.77973
186300 -6.77979
186400 -6.76836
186500 -6.78316
186600 -6.78733
186700 -6.79138
186800 -6.78286
186900 -6.77761
187000 -6.77392
187100 -6.77508
187200 -6.79546
187300 -6.77615
187400 -6.78323
187500 -6.79251
187600 -6.7777
187700 -6.7678
187800 -6.77961
187900 -6.79582
188000 -6.79141
188100 -6.79148
188200 -6.77958
188300 -6.77301
188400 -6.79356
188500 -6.78224
188600 -6.80145
188700 -6.79221
188800 -6.78939
188900 -6.79198
189000 -6.8016
189100 -6.79588
189200 -6.79239
189300 -6.7918
189400 -6.78991
189500 -6.79447
189600 -6.79286
189700 -6.78639
189800 -6.78176
189900 -6.77303
190000 -6.78111
190100 -6.79811
190200 -6.79861
190300 -6.79229
190400 -6.7758
190500 -6.80469
190600 -6.79693
190700 -6.7922
190800 -6.78695
190900 -6.78471
191000 -6.78186
191100 -6.77729
191200 -6.78834
191300 -6.79636
191400 -6.79396
191500 -6.78407
191600 -6.77484
191700 -6.7825
191800 -6.77912
191900 -6.78684
192000 -6.79477
192100 -6.78529
192200 -6.77007
192300 -6.78382
192400 -6.76953
192500 -6.78138
192600 -6.77813
192700 -6.79477
192800 -6.80036
192900 -6.78195
193000 -6.77925
193100 -6.80022
193200 -6.80314
193300 -6.79567
193400 -6.79242
193500 -6.78389
193600 -6.7922
193700 -6.8021
193800 -6.80579
193900 -6.7801
194000 -6.78739
194100 -6.78761
194200 -6.79452
194300 -6.80326
194400 -6.80975
194500 -6.80065
194600 -6.80411
194700 -6.7848
194800 -6.78321
194900 -6.76604
195000 -6.79111
195100 -6.79055
195200 -6.79056
195300 -6.80258
195400 -6.78506
195500 -6.77043
195600 -6.78067
195700 -6.80539
195800 -6.80324
195900 -6.7805
196000 -6.78301
196100 -6.78858
196200 -6.79203
196300 -6.78754
196400 -6.78854
196500 -6.78785
196600 -6.79688
196700 -6.78774
196800 -6.77896
196900 -6.77603
197000 -6.77423
197100 -6.78042
197200 -6.8001
197300 -6.80242
197400 -6.79342
197500 -6.79227
197600 -6.76988
197700 -6.76463
197800 -6.78207
197900 -6.79356
198000 -6.77999
198100 -6.78885
198200 -6.78349
198300 -6.79863
198400 -6.81057
198500 -6.78316
198600 -6.78267
198700 -6.7824
198800 -6.78801
198900 -6.80634
199000 -6.81638
199100 -6.80597
199200 -6.78798
199300 -6.79035
199400 -6.7883
199500 -6.7999
199600 -6.80432
199700 -6.79592
199800 -6.79434
199900 -6.78679
200000 -6.7937
200100 -6.80639
200200 -6.79847
200300 -6.79326
200400 -6.80023
200500 -6.78671
200600 -6.78689
200700 -6.77037
200800 -6.78677
200900 -6.78566
201000 -6.79771
201100 -6.80294
201200 -6.79244
201300 -6.78442
201400 -6.78044
201500 -6.79159
201600 -6.80197
201700 -6.7957
201800 -6.79356
201900 -6.79483
202000 -6.77433
202100 -6.77881
202200 -6.7893
202300 -6.77749
202400 -6.78836
202500 -6.79035
202600 -6.78298
202700 -6.77772
202800 -6.79177
202900 -6.79829
203000 -6.79891
203100 -6.77557
203200 -6.7813
203300 -6.78732
203400 -6.79372
203500 -6.79521
203600 -6.79429
203700 -6.79894
203800 -6.7788
203900 -6.78672
204000 -6.80227
204100 -6.80061
204200 -6.78148
204300 -6.80278
204400 -6.78282
204500 -6.79649
204600 -6.79979
204700 -6.8101
204800 -6.79995
204900 -6.79554
205000 -6.7899
205100 -6.78384
205200 -6.80032
205300 -6.80974
205400 -6.79995
205500 -6.80187
205600 -6.78962
205700 -6.79045
205800 -6.79905
205900 -6.78805
206000 -6.79887
206100 -6.79515
206200 -6.79293
206300 -6.78199
206400 -6.77831
206500 -6.79497
206600 -6.80155
206700 -6.79554
206800 -6.79429
206900 -6.78969
207000 -6.77765
207100 -6.78959
207200 -6.80129
207300 -6.79263
207400 -6.80495
207500 -6.79396
207600 -6.80109
207700 -6.80977
207800 -6.80774
207900 -6.78817
208000 -6.77919
208100 -6.80229
208200 -6.79399
208300 -6.79649
208400 -6.80011
208500 -6.79459
208600 -6.78341
208700 -6.79318
208800 -6.7988
208900 -6.81583
209000 -6.79958
209100 -6.78482
209200 -6.79011
209300 -6.80141
209400 -6.79884
209500 -6.78159
209600 -6.77644
209700 -6.77811
209800 -6.78391
209900 -6.80825
210000 -6.79588
210100 -6.79919
210200 -6.78857
210300 -6.77268
210400 -6.78619
210500 -6.77411
210600 -6.79869
210700 -6.79695
210800 -6.79372
210900 -6.78804
211000 -6.80288
211100 -6.81116
211200 -6.80561
211300 -6.79324
211400 -6.79796
211500 -6.78948
211600 -6.79968
211700 -6.79265
211800 -6.81066
211900 -6.80386
212000 -6.80856
212100 -6.77528
212200 -6.79665
212300 -6.79574
212400 -6.79279
212500 -6.78645
212600 -6.7962
212700 -6.78711
212800 -6.78888
212900 -6.80638
213000 -6.8005
213100 -6.81711
213200 -6.79007
213300 -6.80623
213400 -6.78451
213500 -6.79475
213600 -6.79891
213700 -6.81019
213800 -6.79151
213900 -6.77917
214000 -6.78661
214100 -6.80685
214200 -6.79586
214300 -6.80423
214400 -6.79813
214500 -6.79367
214600 -6.80715
214700 -6.80185
214800 -6.80116
214900 -6.79488
215000 -6.78723
215100 -6.79063
215200 -6.78532
215300 -6.78227
215400 -6.77946
215500 -6.79154
215600 -6.79918
215700 -6.79459
215800 -6.79788
215900 -6.79392
216000 -6.77773
216100 -6.79002
216200 -6.80024
216300 -6.79742
216400 -6.79308
216500 -6.80324
216600 -6.79871
216700 -6.80481
216800 -6.79773
216900 -6.78063
217000 -6.78418
217100 -6.79285
217200 -6.79411
217300 -6.79138
217400 -6.78629
217500 -6.79008
217600 -6.81078
217700 -6.80303
217800 -6.78966
217900 -6.78852
218000 -6.78506
218100 -6.79468
218200 -6.7992
218300 -6.80638
218400 -6.80106
218500 -6.7922
218600 -6.78147
218700 -6.80869
218800 -6.80501
218900 -6.80267
219000 -6.79493
219100 -6.81013
219200 -6.79199
219300 -6.80718
219400 -6.81421
219500 -6.80556
219600 -6.80356
219700 -6.79359
219800 -6.7976
219900 -6.80009
220000 -6.80823
220100 -6.79306
220200 -6.78277
220300 -6.79933
220400 -6.81209
220500 -6.81025
220600 -6.80403
220700 -6.78261
220800 -6.78481
220900 -6.79641
221000 -6.82864
221100 -6.79956
221200 -6.82341
221300 -6.79889
221400 -6.80976
221500 -6.78859
221600 -6.7989
221700 -6.78989
221800 -6.79385
221900 -6.80583
222000 -6.78381
222100 -6.79692
222200 -6.80135
222300 -6.80147
222400 -6.8091
222500 -6.78593
222600 -6.78782
222700 -6.80154
222800 -6.80372
222900 -6.81079
223000 -6.8035
223100 -6.7929
223200 -6.79775
223300 -6.79039
223400 -6.7967
223500 -6.79555
223600 -6.79158
223700 -6.79033
223800 -6.79153
223900 -6.79195
224000 -6.78159
224100 -6.79731
224200 -6.78599
224300 -6.79578
224400 -6.80589
224500 -6.81317
224600 -6.7814
224700 -6.79432
224800 -6.79917
224900 -6.7937
225000 -6.80268
225100 -6.80167
225200 -6.79128
225300 -6.79124
225400 -6.78832
225500 -6.78263
225600 -6.79025
225700 -6.77736
225800 -6.80243
225900 -6.8009
226000 -6.78865
226100 -6.79834
226200 -6.78571
226300 -6.79709
226400 -6.80566
226500 -6.79269
226600 -6.77175
226700 -6.78382
226800 -6.78454
226900 -6.78989
227000 -6.80657
227100 -6.80177
227200 -6.79809
227300 -6.804
227400 -6.78204
227500 -6.79135
227600 -6.78637
227700 -6.79761
227800 -6.80886
227900 -6.80524
228000 -6.80662
228100 -6.78289
228200 -6.78167
228300 -6.79971
228400 -6.80542
228500 -6.79925
228600 -6.80281
228700 -6.79915
228800 -6.7917
228900 -6.78856
229000 -6.79792
229100 -6.79627
229200 -6.80004
229300 -6.79749
229400 -6.79381
229500 -6.78796
229600 -6.80119
229700 -6.80104
229800 -6.81408
229900 -6.80924
230000 -6.78938
230100 -6.78701
230200 -6.79775
230300 -6.78719
230400 -6.79124
230500 -6.80391
230600 -6.81361
230700 -6.80908
230800 -6.79064
230900 -6.79208
231000 -6.79258
231100 -6.80608
231200 -6.79456
231300 -6.81818
231400 -6.79514
231500 -6.79759
231600 -6.80282
231700 -6.79487
231800 -6.80483
231900 -6.79832
232000 -6.79851
232100 -6.78339
232200 -6.78666
232300 -6.79084
232400 -6.80515
232500 -6.78934
232600 -6.80573
232700 -6.78151
232800 -6.79335
232900 -6.80162
233000 -6.80612
233100 -6.79484
233200 -6.81257
233300 -6.79669
233400 -6.78866
233500 -6.80994
233600 -6.79057
233700 -6.79717
233800 -6.79992
233900 -6.81219
234000 -6.79067
234100 -6.80735
234200 -6.82648
234300 -6.7856
234400 -6.7958
234500 -6.80905
234600 -6.79269
234700 -6.81048
234800 -6.81494
234900 -6.79566
235000 -6.79357
235100 -6.78775
235200 -6.78973
235300 -6.80606
235400 -6.79516
235500 -6.81079
235600 -6.79209
235700 -6.79934
235800 -6.79703
235900 -6.80278
236000 -6.81249
236100 -6.79876
236200 -6.80798
236300 -6.80805
236400 -6.79135
236500 -6.79278
236600 -6.80238
236700 -6.80607
236800 -6.81238
236900 -6.79507
237000 -6.78896
237100 -6.7974
237200 -6.8074
237300 -6.8116
237400 -6.79661
237500 -6.77767
237600 -6.77966
237700 -6.79853
237800 -6.78193
237900 -6.80157
238000 -6.78905
238100 -6.78039
238200 -6.79996
238300 -6.79757
238400 -6.80817
238500 -6.80023
238600 -6.79624
238700 -6.79328
238800 -6.78534
238900 -6.79828
239000 -6.8006
239100 -6.80316
239200 -6.79942
239300 -6.7905
239400 -6.80593
239500 -6.78576
239600 -6.79879
239700 -6.80645
239800 -6.80506
239900 -6.79969
240000 -6.78465
240100 -6.79106
240200 -6.76991
240300 -6.79013
240400 -6.81053
240500 -6.80605
240600 -6.79984
240700 -6.79605
240800 -6.77945
240900 -6.78861
241000 -6.79604
241100 -6.79979
241200 -6.7893
241300 -6.81447
241400 -6.79373
241500 -6.79329
241600 -6.79333
241700 -6.80277
241800 -6.80266
241900 -6.80586
242000 -6.80135
242100 -6.8142
242200 -6.79932
242300 -6.80811
242400 -6.80158
242500 -6.78096
242600 -6.7861
242700 -6.78851
242800 -6.79543
242900 -6.81452
243000 -6.80269
243100 -6.80254
243200 -6.78577
243300 -6.7668
243400 -6.80089
243500 -6.80688
243600 -6.80509
243700 -6.79582
243800 -6.78429
243900 -6.78531
244000 -6.78304
244100 -6.7984
244200 -6.80141
244300 -6.78866
244400 -6.79485
244500 -6.79527
244600 -6.7914
244700 -6.79914
244800 -6.77952
244900 -6.78639
245000 -6.79167
245100 -6.80848
245200 -6.80598
245300 -6.78851
245400 -6.80115
245500 -6.78689
245600 -6.7958
245700 -6.80023
245800 -6.79688
245900 -6.80087
246000 -6.80108
246100 -6.81216
246200 -6.80852
246300 -6.80401
246400 -6.80377
246500 -6.79561
246600 -6.7856
246700 -6.79326
246800 -6.80959
246900 -6.81069
247000 -6.80748
247100 -6.79806
247200 -6.77928
247300 -6.78015
247400 -6.80743
247500 -6.79901
247600 -6.79703
247700 -6.79885
247800 -6.81057
247900 -6.81799
248000 -6.80455
248100 -6.80125
248200 -6.7796
248300 -6.78784
248400 -6.79414
248500 -6.81409
248600 -6.80139
248700 -6.7984
248800 -6.7894
248900 -6.79568
249000 -6.80992
249100 -6.79961
249200 -6.80229
249300 -6.80011
249400 -6.8139
249500 -6.80281
249600 -6.81421
249700 -6.80556
249800 -6.81197
249900 -6.79362
250000 -6.79023
250100 -6.80143
250200 -6.78519
250300 -6.80031
250400 -6.8043
250500 -6.78876
250600 -6.78919
250700 -6.78544
250800 -6.79244
250900 -6.80739
251000 -6.79507
251100 -6.79552
251200 -6.80364
251300 -6.80825
251400 -6.78706
251500 -6.79832
251600 -6.78589
251700 -6.78544
251800 -6.7984
251900 -6.79945
252000 -6.81008
252100 -6.79133
252200 -6.79586
252300 -6.78511
252400 -6.7852
252500 -6.79505
252600 -6.8134
252700 -6.81124
252800 -6.80478
252900 -6.78144
253000 -6.79265
253100 -6.80072
253200 -6.8085
253300 -6.80756
253400 -6.80021
253500 -6.77646
253600 -6.7741
253700 -6.78834
253800 -6.79724
253900 -6.80738
254000 -6.80781
254100 -6.80745
254200 -6.79757
254300 -6.80416
254400 -6.78817
254500 -6.80551
254600 -6.79774
254700 -6.80483
254800 -6.80109
254900 -6.80937
255000 -6.8056
255100 -6.79048
255200 -6.78408
255300 -6.79089
255400 -6.81028
255500 -6.81345
255600 -6.80161
255700 -6.80361
255800 -6.79464
255900 -6.79384
256000 -6.80724
256100 -6.80423
256200 -6.8132
256300 -6.80903
256400 -6.80176
256500 -6.79869
256600 -6.78814
256700 -6.79064
256800 -6.80238
256900 -6.80268
257000 -6.80687
257100 -6.79877
257200 -6.80108
257300 -6.80606
257400 -6.785
257500 -6.78874
257600 -6.79522
257700 -6.79789
257800 -6.79527
257900 -6.79118
258000 -6.80342
258100 -6.79572
258200 -6.79215
258300 -6.80122
258400 -6.79851
258500 -6.80806
258600 -6.79525
258700 -6.7878
258800 -6.79116
258900 -6.81427
259000 -6.79831
259100 -6.80315
259200 -6.79474
259300 -6.79015
259400 -6.78917
259500 -6.80693
259600 -6.80555
259700 -6.79852
259800 -6.79441
259900 -6.79624
260000 -6.8119
260100 -6.80585
260200 -6.79514
260300 -6.7976
260400 -6.79537
260500 -6.78794
260600 -6.79431
260700 -6.79976
260800 -6.79961
260900 -6.79815
261000 -6.80156
261100 -6.78966
261200 -6.7858
261300 -6.79595
261400 -6.80245
261500 -6.8049
261600 -6.7782
261700 -6.78213
261800 -6.79989
261900 -6.78665
262000 -6.80273
262100 -6.78818
262200 -6.8035
262300 -6.77975
262400 -6.80747
262500 -6.80586
262600 -6.81833
262700 -6.80771
262800 -6.78948
262900 -6.79257
263000 -6.80176
263100 -6.79872
263200 -6.79771
263300 -6.79958
263400 -6.80328
263500 -6.78276
263600 -6.79594
263700 -6.80141
263800 -6.8075
263900 -6.826
264000 -6.80007
264100 -6.79098
264200 -6.76784
264300 -6.78944
264400 -6.80115
264500 -6.80443
264600 -6.79775
264700 -6.79362
264800 -6.7823
264900 -6.79546
265000 -6.79668
265100 -6.80334
265200 -6.80087
265300 -6.80016
265400 -6.78986
265500 -6.79723
265600 -6.78262
265700 -6.79501
265800 -6.79514
265900 -6.80575
266000 -6.80224
266100 -6.78923
266200 -6.79251
266300 -6.77003
266400 -6.80858
266500 -6.80479
266600 -6.80606
266700 -6.80058
266800 -6.79887
266900 -6.799
267000 -6.82385
267100 -6.79881
267200 -6.79521
267300 -6.79281
267400 -6.78121
267500 -6.78805
267600 -6.79983
267700 -6.81108
267800 -6.80044
267900 -6.79296
268000 -6.79502
268100 -6.80551
268200 -6.80999
268300 -6.80564
268400 -6.79606
268500 -6.77352
268600 -6.78685
268700 -6.80915
268800 -6.80752
268900 -6.79477
269000 -6.80232
269100 -6.79501
269200 -6.80582
269300 -6.78848
269400 -6.80318
269500 -6.80939
269600 -6.80161
269700 -6.80723
269800 -6.79166
269900 -6.79482
270000 -6.79781
270100 -6.8114
270200 -6.81232
270300 -6.7944
270400 -6.79618
270500 -6.77706
270600 -6.79497
270700 -6.79269
270800 -6.80947
270900 -6.79238
271000 -6.79073
271100 -6.77193
271200 -6.7907
271300 -6.7785
271400 -6.80115
271500 -6.79427
271600 -6.80248
271700 -6.7878
271800 -6.78153
271900 -6.81016
272000 -6.78576
272100 -6.80032
272200 -6.79369
272300 -6.79156
272400 -6.79444
272500 -6.78832
272600 -6.79966
272700 -6.79195
272800 -6.79113
272900 -6.81446
273000 -6.80516
273100 -6.78408
273200 -6.78573
273300 -6.79633
273400 -6.80175
273500 -6.80049
273600 -6.80284
273700 -6.79147
273800 -6.79469
273900 -6.80543
274000 -6.81228
274100 -6.8246
274200 -6.78829
274300 -6.79069
274400 -6.80122
274500 -6.78928
274600 -6.80346
274700 -6.79632
274800 -6.75802
274900 -6.79028
275000 -6.79812
275100 -6.79469
275200 -6.79521
275300 -6.80093
275400 -6.80649
275500 -6.80797
275600 -6.79674
275700 -6.8015
275800 -6.80639
275900 -6.80728
276000 -6.80942
276100 -6.78668
276200 -6.79544
276300 -6.80006
276400 -6.7968
276500 -6.80991
276600 -6.79127
276700 -6.7879
276800 -6.79297
276900 -6.79566
277000 -6.79388
277100 -6.80048
277200 -6.80496
277300 -6.77717
277400 -6.78822
277500 -6.81083
277600 -6.80215
277700 -6.79475
277800 -6.79595
277900 -6.78973
278000 -6.78223
278100 -6.80278
278200 -6.81567
278300 -6.80609
278400 -6.79658
278500 -6.78656
278600 -6.80152
278700 -6.81014
278800 -6.80113
278900 -6.79537
279000 -6.79998
279100 -6.79308
279200 -6.80755
279300 -6.8161
279400 -6.80687
279500 -6.81016
279600 -6.79136
279700 -6.78764
279800 -6.79767
279900 -6.81311
280000 -6.8143
280100 -6.8016
280200 -6.79245
280300 -6.79254
280400 -6.80799
280500 -6.81642
280600 -6.80548
280700 -6.78597
280800 -6.78766
280900 -6.8038
281000 -6.78975
281100 -6.80716
281200 -6.77813
281300 -6.79178
281400 -6.79126
281500 -6.78466
281600 -6.79383
281700 -6.8011
281800 -6.81943
281900 -6.8004
282000 -6.79609
282100 -6.79425
282200 -6.80723
282300 -6.80016
282400 -6.79075
282500 -6.79508
282600 -6.80949
282700 -6.81503
282800 -6.80718
282900 -6.79475
283000 -6.78837
283100 -6.79849
283200 -6.79704
283300 -6.80688
283400 -6.80831
283500 -6.80577
283600 -6.79758
283700 -6.78665
283800 -6.81211
283900 -6.80395
284000 -6.80202
284100 -6.79247
284200 -6.79331
284300 -6.78707
284400 -6.80228
284500 -6.79924
284600 -6.80888
284700 -6.79943
284800 -6.79671
284900 -6.78774
285000 -6.80618
285100 -6.79701
285200 -6.78615
285300 -6.79669
285400 -6.78089
285500 -6.79414
285600 -6.8023
285700 -6.80475
285800 -6.784
285900 -6.79348
286000 -6.80245
286100 -6.82591
286200 -6.81186
286300 -6.80182
286400 -6.79135
286500 -6.80027
286600 -6.79888
286700 -6.82705
286800 -6.80467
286900 -6.80366
287000 -6.80776
287100 -6.80077
287200 -6.7993
287300 -6.80163
287400 -6.81243
287500 -6.80706
287600 -6.79165
287700 -6.78699
287800 -6.79575
287900 -6.80492
288000 -6.80695
288100 -6.81822
288200 -6.80892
288300 -6.80565
288400 -6.79038
288500 -6.78764
288600 -6.79465
288700 -6.81818
288800 -6.80607
288900 -6.78982
289000 -6.80033
289100 -6.79287
289200 -6.80039
289300 -6.80577
289400 -6.81636
289500 -6.80121
289600 -6.8129
289700 -6.7845
289800 -6.80574
289900 -6.80793
290000 -6.81296
290100 -6.79418
290200 -6.78224
290300 -6.78683
290400 -6.79961
290500 -6.81689
290600 -6.81447
290700 -6.78349
290800 -6.7873
290900 -6.80465
291000 -6.79958
291100 -6.80635
291200 -6.79009
291300 -6.7805
291400 -6.78453
291500 -6.80161
291600 -6.79667
291700 -6.78981
291800 -6.80976
291900 -6.79741
292000 -6.81068
292100 -6.79238
292200 -6.80529
292300 -6.80507
292400 -6.81114
292500 -6.80822
292600 -6.80761
292700 -6.78009
292800 -6.79006
292900 -6.79535
293000 -6.82272
293100 -6.81517
293200 -6.80484
293300 -6.79557
293400 -6.80102
293500 -6.7937
293600 -6.79382
293700 -6.78359
293800 -6.78589
293900 -6.80242
294000 -6.79227
294100 -6.80448
294200 -6.78925
294300 -6.7801
294400 -6.78738
294500 -6.8063
294600 -6.81096
294700 -6.80132
294800 -6.79796
294900 -6.80229
295000 -6.81917
295100 -6.80898
295200 -6.80293
295300 -6.80363
295400 -6.80197
295500 -6.79543
295600 -6.8026
295700 -6.78387
295800 -6.78026
295900 -6.80011
296000 -6.81081
296100 -6.81086
296200 -6.79834
296300 -6.77912
296400 -6.78556
296500 -6.77886
296600 -6.8067
296700 -6.81514
296800 -6.7898
296900 -6.78751
297000 -6.79729
297100 -6.79007
297200 -6.80796
297300 -6.81209
297400 -6.79004
297500 -6.7912
297600 -6.78347
297700 -6.80969
297800 -6.80948
297900 -6.81641
298000 -6.80447
298100 -6.7913
298200 -6.79747
298300 -6.79585
298400 -6.8121
298500 -6.80877
298600 -6.79297
298700 -6.78025
298800 -6.80105
298900 -6.7946
299000 -6.7997
299100 -6.81489
299200 -6.78398
299300 -6.78895
299400 -6.80609
299500 -6.79144
299600 -6.80348
299700 -6.80705
299800 -6.7974
299900 -6.78998
300000 -6.78607
300100 -6.80306
300200 -6.80972
300300 -6.79926
300400 -6.78799
300500 -6.80213
300600 -6.79949
300700 -6.78982
300800 -6.80317
300900 -6.80151
301000 -6.80282
301100 -6.78714
301200 -6.77635
301300 -6.80219
301400 -6.81489
301500 -6.8026
301600 -6.7976
301700 -6.80155
301800 -6.79017
301900 -6.80352
302000 -6.8074
302100 -6.81296
302200 -6.8029
302300 -6.80356
302400 -6.79793
302500 -6.78864
302600 -6.78333
302700 -6.80656
302800 -6.79613
302900 -6.81283
303000 -6.80768
303100 -6.80097
303200 -6.78637
303300 -6.79757
303400 -6.80791
303500 -6.80443
303600 -6.80294
303700 -6.8009
303800 -6.7923
303900 -6.79094
304000 -6.79931
304100 -6.79954
304200 -6.80825
304300 -6.80054
304400 -6.78837
304500 -6.80278
304600 -6.80029
304700 -6.80904
304800 -6.81635
304900 -6.80552
305000 -6.78692
305100 -6.80059
305200 -6.78808
305300 -6.80212
305400 -6.80651
305500 -6.8015
305600 -6.80181
305700 -6.79318
305800 -6.79295
305900 -6.79647
306000 -6.79924
306100 -6.80138
306200 -6.7853
306300 -6.80124
306400 -6.79926
306500 -6.7991
306600 -6.80462
306700 -6.80054
306800 -6.79304
306900 -6.80397
307000 -6.79514
307100 -6.80892
307200 -6.81207
307300 -6.80459
307400 -6.79147
307500 -6.79639
307600 -6.79019
307700 -6.79589
307800 -6.79897
307900 -6.80621
308000 -6.79271
308100 -6.77878
308200 -6.7911
308300 -6.7987
308400 -6.81023
308500 -6.81853
308600 -6.78543
